STT,ID,Tên_Việt,Tên_Hán,Lat,Lon,Province,Source,Status,Mô_tả,Ghi_chú_Admin
3546,PL000000003603,,廣川,37.5531,115.9135,中國-河北省-衡水市-景縣,DILA,master,,
3547,PL000000003604,,廣川,37.5531,115.9135,中國-河北省-衡水市-景縣,DILA,master,,
3548,PL000000003605,,廣川鎮,37.5487,115.9137,中國-河北省-衡水市-景縣,DILA,master,,
3549,PL000000003606,,廣川,37.5438,115.9161,中國-河北省-衡水市-景縣,DILA,master,,
3550,PL000000003607,,廣川,37.5438,115.9161,中國-河北省-衡水市-景縣,DILA,master,,
3551,PL000000003608,,劉智廟,37.5344,116.2578,中國-河北省-衡水市-景縣,DILA,master,,
3552,PL000000003609,,薛官屯,37.5159,115.9232,中國-河北省-衡水市-景縣,DILA,master,,
3553,PL000000003610,,景州,37.6872,116.2677,中國-河北省-衡水市-景縣,DILA,master,,
3554,PL000000003611,,雙樓,37.9321,116.5299,中國-河北省-衡水市-阜城縣,DILA,master,,
3555,PL000000003612,,馬頭鎮,37.8865,116.5135,中國-河北省-衡水市-阜城縣,DILA,master,,
3556,PL000000003613,,阜城,37.88,116.276,中國-河北省-衡水市-阜城縣,DILA,master,,
3557,PL000000003614,,阜城,37.8791,116.2874,中國-河北省-衡水市-阜城縣,DILA,master,,
3558,PL000000003615,,阜城,37.8764,116.2574,中國-河北省-衡水市-阜城縣,DILA,master,,
3559,PL000000003616,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3560,PL000000003617,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3561,PL000000003618,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3562,PL000000003619,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3563,PL000000003620,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3564,PL000000003621,,阜城,37.8673,116.1543,中國-河北省-衡水市-阜城縣,DILA,master,,
3565,PL000000003622,,沙渦鎮,37.8628,116.2636,中國-河北省-衡水市-阜城縣,DILA,master,,
3566,PL000000003623,,大龍灣,37.843,116.4575,中國-河北省-衡水市-阜城縣,DILA,master,,
3567,PL000000003624,,漫河鎮,37.7876,116.214,中國-河北省-衡水市-阜城縣,DILA,master,,
3568,PL000000003625,,來強,37.550591,115.573629,中國-河北省-衡水市-冀州市,DILA,master,,
3569,PL000000003626,,條,37.550591,115.573629,中國-河北省-衡水市-冀州市,DILA,master,,
3570,PL000000003628,,覺觀寺,37.56845,115.555964,中國-河北省-衡水市-冀州市,DILA,master,,
3571,PL000000003629,,謝家莊堡,37.6535,115.4835,中國-河北省-衡水市-冀州市,DILA,master,,
3572,PL000000003630,,扶柳,37.6393,115.4477,中國-河北省-衡水市-冀州市,DILA,master,,
3573,PL000000003631,,扶柳,37.6387,115.4462,中國-河北省-衡水市-冀州市,DILA,master,,
3574,PL000000003632,,扶柳,37.6387,115.4462,中國-河北省-衡水市-冀州市,DILA,master,,
3575,PL000000003633,,扶柳城,37.6371,115.4323,中國-河北省-衡水市-冀州市,DILA,master,,
3576,PL000000003634,,扶柳,37.6243,115.4113,中國-河北省-衡水市-冀州市,DILA,master,,
3577,PL000000003635,,堂陽,37.5882,115.2309,中國-河北省-衡水市-冀州市,DILA,master,,
3578,PL000000003636,,堂陽,37.581,115.2255,中國-河北省-衡水市-冀州市,DILA,master,,
3579,PL000000003637,,堂陽,37.5787,115.2383,中國-河北省-衡水市-冀州市,DILA,master,,
3580,PL000000003638,,堂陽,37.5787,115.2383,中國-河北省-衡水市-冀州市,DILA,master,,
3581,PL000000003639,,堂陽,37.5768,115.2231,中國-河北省-衡水市-冀州市,DILA,master,,
3582,PL000000003640,,堂陽,37.5704,115.2204,中國-河北省-衡水市-冀州市,DILA,master,,
3583,PL000000003641,,冀州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3584,PL000000003642,,翼州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3585,PL000000003643,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3586,PL000000003644,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3587,PL000000003645,,冀州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3588,PL000000003646,,冀州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3589,PL000000003647,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3590,PL000000003648,,魏州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3591,PL000000003649,,長樂,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3592,PL000000003650,,信都郡,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3593,PL000000003651,,長樂郡,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3594,PL000000003652,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3595,PL000000003653,,兩河,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3596,PL000000003654,,安平郡,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3597,PL000000003655,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3598,PL000000003656,,冀州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3599,PL000000003657,,安平國,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3600,PL000000003658,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3601,PL000000003659,,韓村堡,37.5188,115.4531,中國-河北省-衡水市-冀州市,DILA,master,,
3602,PL000000003660,,田村堡,37.4381,115.4765,中國-河北省-衡水市-冀州市,DILA,master,,
3603,PL000000003661,,寧化站,37.3182,115.5619,中國-河北省-衡水市-冀州市,DILA,master,,
3604,PL000000003662,,扶柳,37.6243,115.4113,中國-河北省-衡水市-冀州市,DILA,master,,
3605,PL000000003663,,冀州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3606,PL000000003664,,安平國,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3607,PL000000003665,,信都,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3608,PL000000003666,,翼州,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3609,PL000000003667,,寶月寺,38.071685,115.662414,中國-河北省-衡水市-深州市,DILA,master,,
3610,PL000000003668,,法寶寺,38.120726,115.51613,中國-河北省-衡水市-深州市,DILA,master,,
3611,PL000000003669,,福聖寺,37.995375,115.671844,中國-河北省-衡水市-深州市,DILA,master,,
3612,PL000000003670,,開元寺,38.000546,115.553823,中國-河北省-衡水市-深州市,DILA,master,,
3613,PL000000003671,,清峰寺,37.998416,115.705498,中國-河北省-衡水市-深州市,DILA,master,,
3614,PL000000003672,,天安寺,37.927531,115.557679,中國-河北省-衡水市-深州市,DILA,master,,
3615,PL000000003673,,下博,38.0196,115.6792,中國-河北省-衡水市-深州市,DILA,master,,
3616,PL000000003674,,大田家莊,38.0114,115.7083,中國-河北省-衡水市-深州市,DILA,master,,
3617,PL000000003675,,深州,38.011,115.5585,中國-河北省-衡水市-深州市,DILA,master,,
3618,PL000000003676,,深縣,38.011,115.5585,中國-河北省-衡水市-深州市,DILA,master,,
3619,PL000000003677,,舊州站,38.011,115.5585,中國-河北省-衡水市-深州市,DILA,master,,
3620,PL000000003678,,饒陽郡,38.011,115.5585,中國-河北省-衡水市-深州市,DILA,master,,
3621,PL000000003679,,陸澤,38.011,115.5585,中國-河北省-衡水市-深州市,DILA,master,,
3622,PL000000003680,,鄡縣,37.9988,115.4969,中國-河北省-衡水市-深州市,DILA,master,,
3623,PL000000003681,,深州,37.9956,115.5351,中國-河北省-衡水市-深州市,DILA,master,,
3624,PL000000003682,,樂鄉,37.9908,115.7408,中國-河北省-衡水市-深州市,DILA,master,,
3625,PL000000003683,,樂鄉城,37.974,115.7451,中國-河北省-衡水市-深州市,DILA,master,,
3626,PL000000003684,,東陽頭,37.9648,115.5686,中國-河北省-衡水市-深州市,DILA,master,,
3627,PL000000003685,,下博,37.9519,115.6845,中國-河北省-衡水市-深州市,DILA,master,,
3628,PL000000003686,,下博,37.9465,115.6823,中國-河北省-衡水市-深州市,DILA,master,,
3629,PL000000003687,,下博,37.9416,115.679,中國-河北省-衡水市-深州市,DILA,master,,
3630,PL000000003688,,下博,37.9416,115.679,中國-河北省-衡水市-深州市,DILA,master,,
3631,PL000000003689,,下博,37.9416,115.6727,中國-河北省-衡水市-深州市,DILA,master,,
3632,PL000000003690,,下博,37.9416,115.6727,中國-河北省-衡水市-深州市,DILA,master,,
3633,PL000000003691,,河頭村,37.9385,115.7783,中國-河北省-衡水市-深州市,DILA,master,,
3634,PL000000003692,,深州,37.9062,115.5605,中國-河北省-衡水市-深州市,DILA,master,,
3635,PL000000003693,,靜安,37.9062,115.5605,中國-河北省-衡水市-深州市,DILA,master,,
3636,PL000000003694,,三龍堂,37.904,115.7694,中國-河北省-衡水市-深州市,DILA,master,,
3637,PL000000003695,,靜安,37.9017,115.5727,中國-河北省-衡水市-深州市,DILA,master,,
3638,PL000000003696,,付家池,37.8869,115.7127,中國-河北省-衡水市-深州市,DILA,master,,
3639,PL000000003697,,付家池倉,37.8869,115.7127,中國-河北省-衡水市-深州市,DILA,master,,
3640,PL000000003698,,鄡縣,37.8781,115.4247,中國-河北省-衡水市-深州市,DILA,master,,
3641,PL000000003699,,蓨縣,37.8764,115.4287,中國-河北省-衡水市-深州市,DILA,master,,
3642,PL000000003700,,北黎園,37.8741,115.6284,中國-河北省-衡水市-深州市,DILA,master,,
3643,PL000000003701,,鄡縣,37.8685,115.4282,中國-河北省-衡水市-深州市,DILA,master,,
3644,PL000000003702,,郻縣,37.8583,115.4353,中國-河北省-衡水市-深州市,DILA,master,,
3645,PL000000003703,,桃國,37.7902,115.4858,中國-河北省-衡水市-深州市,DILA,master,,
3646,PL000000003704,,深州,37.9017,115.5727,中國-河北省-衡水市-深州市,DILA,master,,
3647,PL000000003705,,磬口山,36.917,114.491,中國-河北省-邢臺市-沙河市,DILA,master,,
3648,PL000000003706,,金華寺,36.2752,114.389,中國-河北省-邯鄲市-臨漳縣,DILA,master,,
3649,PL000000003709,,光華殿,36.2752,114.389,,DILA,master,,
3650,PL000000003710,,受都寺,37.5652,115.5734,中國-河北省-衡水市-冀州市,DILA,master,,
3651,PL000000003711,,廷尉寺,36.2392,114.414,中國-河北省-邯鄲市-臨漳縣,DILA,master,,
3652,PL000000003713,,王城谷,37.872982,112.556269,中國-山西省,DILA,master,,
3653,PL000000003714,,山西省,37.8732,112.5743,中國-山西省,DILA,master,,
3654,PL000000003715,,晉,37.8732,112.5743,中國-山西省,DILA,master,,
3655,PL000000003716,,山西,37.872982,112.556269,中國-山西省,DILA,master,,
3656,PL000000003717,,高澤,37.25725,112.093717,中國-山西省,DILA,master,,
3657,PL000000003718,,小河,37.642955,112.430104,中國-山西省,DILA,master,,
3658,PL000000003719,,并州大寺,37.7241,112.44,中國-山西省,DILA,master,,
3659,PL000000003720,,鴻祐寺,37.872982,112.556269,中國-山西省,DILA,master,,
3660,PL000000003723,,石壁谷,37.7557,112.501,中國-山西省-太原市,DILA,master,,
3661,PL000000003724,,龍山,37.869931,112.543369,中國-山西省-太原市,DILA,master,,
3662,PL000000003725,,太原西山,37.869931,112.543369,中國-山西省-太原市,DILA,master,,
3663,PL000000003726,,雙塔寺,37.845439,112.590661,中國-山西省-太原市-迎澤區,DILA,master,,
3664,PL000000003727,,甘泉寺,37.78,112.44,中國-山西省-太原市-晉源區,DILA,master,,
3665,PL000000003728,,無量壽寺,37.869931,112.543369,中國-山西省-太原市,DILA,master,,
3666,PL000000003729,,萬佛寺,37.869931,112.543369,中國-山西省-太原市,DILA,master,,
3667,PL000000003730,,北京,37.7118,112.5553,中國-山西省-太原市-小店區,DILA,master,,
3668,PL000000003731,,晉陽,37.7118,112.5553,中國-山西省-太原市-小店區,DILA,master,,
3669,PL000000003732,,河東節度使,37.7118,112.5553,中國-山西省-太原市-小店區,DILA,master,,
3670,PL000000003733,,小迨保,37.7476,112.5725,中國-山西省-太原市-小店區,DILA,master,,
3671,PL000000003734,,馬村,37.7902,112.5483,中國-山西省-太原市-小店區,DILA,master,,
3672,PL000000003735,,平晉,37.7745,112.5817,中國-山西省-太原市-小店區,DILA,master,,
3673,PL000000003736,,永利監,37.7933,112.5749,中國-山西省-太原市-小店區,DILA,master,,
3674,PL000000003737,,永寧寺,37.659963,112.407738,中國-山西省-太原市-晉源區,DILA,master,,
3675,PL000000003738,,河東路,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3676,PL000000003739,,崇善寺,37.866387,112.573612,中國-山西省-太原市-杏花嶺區,DILA,master,,
3677,PL000000003740,,太原府,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3678,PL000000003741,,陽曲,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3679,PL000000003742,,太原府,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3680,PL000000003743,,陽曲,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3681,PL000000003744,,陽曲,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3682,PL000000003745,,翼寧路,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3683,PL000000003746,,臨汾站,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3684,PL000000003747,,太原府,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3685,PL000000003748,,河東北路,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3686,PL000000003749,,太原,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3687,PL000000003750,,陽曲,37.8732,112.5743,中國-山西省-太原市-杏花嶺區,DILA,master,,
3688,PL000000003751,,三交口,37.9329,112.5736,中國-山西省-太原市-杏花嶺區,DILA,master,,
3689,PL000000003752,,多福寺,37.96617,112.428355,中國-山西省-太原市-尖草坪區,DILA,master,,
3690,PL000000003753,,狼孟,37.9891,112.5782,中國-山西省-太原市-尖草坪區,DILA,master,,
3691,PL000000003754,,狼孟,37.9891,112.5782,中國-山西省-太原市-尖草坪區,DILA,master,,
3692,PL000000003755,,狼孟,37.9891,112.5782,中國-山西省-太原市-尖草坪區,DILA,master,,
3693,PL000000003756,,狼孟,37.9891,112.5782,中國-山西省-太原市-尖草坪區,DILA,master,,
3694,PL000000003757,,天門關,38.0551,112.4507,中國-山西省-太原市-尖草坪區,DILA,master,,
3695,PL000000003758,,天門關,38.0645,112.4518,中國-山西省-太原市-尖草坪區,DILA,master,,
3696,PL000000003759,,陽曲,37.9982,112.5986,中國-山西省-太原市-尖草坪區,DILA,master,,
3697,PL000000003760,,陽曲,37.9982,112.5986,中國-山西省-太原市-尖草坪區,DILA,master,,
3698,PL000000003761,,陽曲,37.9808,112.5856,中國-山西省-太原市-尖草坪區,DILA,master,,
3699,PL000000003762,,陽曲,37.9994,112.5804,中國-山西省-太原市-尖草坪區,DILA,master,,
3700,PL000000003763,,木井城,37.9802,112.5773,中國-山西省-太原市-尖草坪區,DILA,master,,
3701,PL000000003764,,王封村,37.9061,112.3451,中國-山西省-太原市-萬柏林區,DILA,master,,
3702,PL000000003766,,東看山,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3703,PL000000003768,,并州刺史部,37.7513,112.4799,中國-山西省-太原市-晉源區,DILA,master,,
3704,PL000000003769,,蒙山,37.778976,112.437405,中國-山西省-太原市-晉源區,DILA,master,,
3705,PL000000003770,,比干山,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3706,PL000000003771,,結絀山,37.731693,112.428843,中國-山西省-太原市-晉源區,DILA,master,,
3707,PL000000003772,,內城寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3708,PL000000003773,,大興國寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3709,PL000000003774,,寶基寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3710,PL000000003775,,武德寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3711,PL000000003776,,淨明寺,37.777096,112.439228,中國-山西省-太原市-晉源區,DILA,master,,
3712,PL000000003777,,眞智寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3713,PL000000003778,,義興寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3714,PL000000003779,,凝定寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3715,PL000000003780,,童子寺,37.736504,112.430895,中國-山西省-太原市-晉源區,DILA,master,,
3716,PL000000003781,,太原寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3717,PL000000003782,,講堂院,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3718,PL000000003783,,佛山院,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3719,PL000000003784,,三學寺,37.85107,112.517485,中國-山西省-太原市-萬柏林區,DILA,master,,
3720,PL000000003785,,大安寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3721,PL000000003786,,淨土院,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3722,PL000000003787,,西寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3723,PL000000003788,,聖壽寺,37.73613,112.38068,中國-山西省-太原市-晉源區,DILA,master,,
3724,PL000000003789,,天王院,36.759491,110.627251,中國-山西省-臨汾市-永和縣,DILA,master,,
3725,PL000000003790,,藏海寺,37.715375,112.477683,中國-山西省-太原市-晉源區,DILA,master,,
3726,PL000000003791,,并州,37.7557,112.5009,中國-山西省-太原市-晉源區,DILA,master,,
3727,PL000000003792,,晉陽,37.7557,112.5009,中國-山西省-太原市-晉源區,DILA,master,,
3728,PL000000003793,,太原縣,37.709,112.5121,中國-山西省-太原市-晉源區,DILA,master,,
3729,PL000000003794,,并部,37.709,112.5121,中國-山西省-太原市-晉源區,DILA,master,,
3730,PL000000003795,,并門,37.709,112.5121,中國-山西省-太原市-晉源區,DILA,master,,
3731,PL000000003796,,晉陽,37.709,112.5121,中國-山西省-太原市-晉源區,DILA,master,,
3732,PL000000003797,,河東節度使,37.709,112.5121,中國-山西省-太原市-晉源區,DILA,master,,
3733,PL000000003798,,幷州,37.741,112.5002,中國-山西省-太原市-晉源區,DILA,master,,
3734,PL000000003799,,太原國,37.741,112.5002,中國-山西省-太原市-晉源區,DILA,master,,
3735,PL000000003800,,藍谷,37.741,112.5002,中國-山西省-太原市-晉源區,DILA,master,,
3736,PL000000003801,,晉陽,37.741,112.5002,中國-山西省-太原市-晉源區,DILA,master,,
3737,PL000000003802,,太原郡,37.7392,112.4954,中國-山西省-太原市-晉源區,DILA,master,,
3738,PL000000003803,,并州,37.7392,112.4954,中國-山西省-太原市-晉源區,DILA,master,,
3739,PL000000003804,,晉陽,37.7392,112.4954,中國-山西省-太原市-晉源區,DILA,master,,
3740,PL000000003805,,匈奴中郎將,37.7392,112.4954,中國-山西省-太原市-晉源區,DILA,master,,
3741,PL000000003806,,太原郡,37.7513,112.4799,中國-山西省-太原市-晉源區,DILA,master,,
3742,PL000000003807,,晉陽,37.7513,112.4799,中國-山西省-太原市-晉源區,DILA,master,,
3743,PL000000003808,,太原郡,37.7513,112.4799,中國-山西省-太原市-晉源區,DILA,master,,
3744,PL000000003809,,晉陽,37.7513,112.4799,中國-山西省-太原市-晉源區,DILA,master,,
3745,PL000000003810,,并州,37.7241,112.4398,中國-山西省-太原市-晉源區,DILA,master,,
3746,PL000000003811,,太原郡,37.7241,112.4398,中國-山西省-太原市-晉源區,DILA,master,,
3747,PL000000003812,,晉陽,37.7241,112.4398,中國-山西省-太原市-晉源區,DILA,master,,
3748,PL000000003813,,并,37.7162,112.4991,中國-山西省-太原市-晉源區,DILA,master,,
3749,PL000000003814,,太原郡,37.7162,112.4991,中國-山西省-太原市-晉源區,DILA,master,,
3750,PL000000003815,,晉陽,37.7162,112.4991,中國-山西省-太原市-晉源區,DILA,master,,
3751,PL000000003816,,東莊水堡,37.7049,112.4614,中國-山西省-太原市-晉源區,DILA,master,,
3752,PL000000003817,,太原郡,37.7557,112.5009,中國-山西省-太原市-晉源區,DILA,master,,
3753,PL000000003818,,太原郡,37.7565,112.4947,中國-山西省-太原市-晉源區,DILA,master,,
3754,PL000000003819,,汾水流域,37.7331,112.4933,中國-山西省-太原市-晉源區,DILA,master,,
3755,PL000000003820,,太原,37.7397,112.4861,中國-山西省-太原市-晉源區,DILA,master,,
3756,PL000000003821,,董茹保,37.7911,112.5044,中國-山西省-太原市-晉源區,DILA,master,,
3757,PL000000003822,,晉祠,37.6969,112.418,中國-山西省-太原市-晉源區,DILA,master,,
3758,PL000000003823,,晉陽,37.7565,112.4947,中國-山西省-太原市-晉源區,DILA,master,,
3759,PL000000003824,,梗陽,37.6159,112.3499,中國-山西省-太原市-清徐縣,DILA,master,,
3760,PL000000003825,,清源鄉,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3761,PL000000003826,,清源,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3762,PL000000003827,,清源,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3763,PL000000003828,,清源,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3764,PL000000003829,,清源,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3765,PL000000003830,,清源縣,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3766,PL000000003831,,梗陽城,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3767,PL000000003832,,梗陽城,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3768,PL000000003833,,梗陽鄉,37.6107,112.3491,中國-山西省-太原市-清徐縣,DILA,master,,
3769,PL000000003834,,洞渦驛,37.5868,112.5081,中國-山西省-太原市-清徐縣,DILA,master,,
3770,PL000000003835,,同戈站,37.5859,112.5362,中國-山西省-太原市-清徐縣,DILA,master,,
3771,PL000000003836,,徐溝,37.5666,112.5077,中國-山西省-太原市-清徐縣,DILA,master,,
3772,PL000000003837,,徐溝,37.5572,112.5146,中國-山西省-太原市-清徐縣,DILA,master,,
3773,PL000000003838,,徐溝,37.5572,112.5146,中國-山西省-太原市-清徐縣,DILA,master,,
3774,PL000000003839,,徐溝鎮,37.5561,112.5157,中國-山西省-太原市-清徐縣,DILA,master,,
3775,PL000000003840,,堯城鎮,37.5189,112.4664,中國-山西省-太原市-清徐縣,DILA,master,,
3776,PL000000003841,,懷遠堡,37.5124,112.5009,中國-山西省-太原市-清徐縣,DILA,master,,
3777,PL000000003842,,陽興寨,38.2569,112.9118,中國-山西省-太原市-陽曲縣,DILA,master,,
3778,PL000000003843,,石嶺關,38.2366,112.7449,中國-山西省-太原市-陽曲縣,DILA,master,,
3779,PL000000003844,,石嶺關,38.2341,112.7468,中國-山西省-太原市-陽曲縣,DILA,master,,
3780,PL000000003845,,石嶺關,38.2341,112.7468,中國-山西省-太原市-陽曲縣,DILA,master,,
3781,PL000000003846,,石嶺關,38.2317,112.7439,中國-山西省-太原市-陽曲縣,DILA,master,,
3782,PL000000003847,,石嶺關,38.2289,112.7415,中國-山西省-太原市-陽曲縣,DILA,master,,
3783,PL000000003848,,陽興寨,38.2136,112.923,中國-山西省-太原市-陽曲縣,DILA,master,,
3784,PL000000003849,,赤塘關,38.197,112.6311,中國-山西省-太原市-陽曲縣,DILA,master,,
3785,PL000000003850,,赤塘關,38.192,112.632,中國-山西省-太原市-陽曲縣,DILA,master,,
3786,PL000000003851,,孟,38.1765,112.7476,中國-山西省-太原市-陽曲縣,DILA,master,,
3787,PL000000003852,,盂縣,38.1739,112.743,中國-山西省-太原市-陽曲縣,DILA,master,,
3788,PL000000003853,,盂縣,38.1739,112.743,中國-山西省-太原市-陽曲縣,DILA,master,,
3789,PL000000003854,,埽峪村,38.1687,112.3513,中國-山西省-太原市-陽曲縣,DILA,master,,
3790,PL000000003855,,盂縣,38.1673,112.7418,中國-山西省-太原市-陽曲縣,DILA,master,,
3791,PL000000003856,,盂縣,38.1673,112.7418,中國-山西省-太原市-陽曲縣,DILA,master,,
3792,PL000000003857,,陵井驛,38.1425,112.4332,中國-山西省-太原市-陽曲縣,DILA,master,,
3793,PL000000003858,,百井寨,38.1119,112.7087,中國-山西省-太原市-陽曲縣,DILA,master,,
3794,PL000000003859,,柏井鋪,38.1117,112.7207,中國-山西省-太原市-陽曲縣,DILA,master,,
3795,PL000000003860,,百井,38.104,112.705,中國-山西省-太原市-陽曲縣,DILA,master,,
3796,PL000000003861,,成晉站,38.0908,112.7138,中國-山西省-太原市-陽曲縣,DILA,master,,
3797,PL000000003862,,天門關,38.08,112.4367,中國-山西省-太原市-陽曲縣,DILA,master,,
3798,PL000000003863,,汾陽,38.0793,112.7545,中國-山西省-太原市-陽曲縣,DILA,master,,
3799,PL000000003864,,黃土寨,38.0722,112.6697,中國-山西省-太原市-陽曲縣,DILA,master,,
3800,PL000000003865,,狼孟,38.0688,112.6804,中國-山西省-太原市-陽曲縣,DILA,master,,
3801,PL000000003866,,羅陰城,38.0644,112.719,中國-山西省-太原市-陽曲縣,DILA,master,,
3802,PL000000003867,,方山市,38.0524,112.9628,中國-山西省-太原市-陽曲縣,DILA,master,,
3803,PL000000003869,,樓煩鎮,38.1141,111.8378,中國-山西省-太原市-婁煩縣,DILA,master,,
3804,PL000000003870,,樓煩,38.1104,111.8376,中國-山西省-太原市-婁煩縣,DILA,master,,
3805,PL000000003871,,憲州,38.1065,111.8355,中國-山西省-太原市-婁煩縣,DILA,master,,
3806,PL000000003872,,憲州,38.0632,111.7999,中國-山西省-太原市-婁煩縣,DILA,master,,
3807,PL000000003873,,雁門關,37.9398,112.0352,中國-山西省-太原市-婁煩縣,DILA,master,,
3808,PL000000003874,,天池監,37.9307,111.827,中國-山西省-太原市-婁煩縣,DILA,master,,
3809,PL000000003875,,故交村,37.9097,112.1473,中國-山西省-太原市-古交市,DILA,master,,
3810,PL000000003876,,交城,37.8923,112.1396,中國-山西省-太原市-古交市,DILA,master,,
3811,PL000000003877,,岔口村,37.8488,111.8801,中國-山西省-太原市-古交市,DILA,master,,
3812,PL000000003878,,北園,40.1638,113.379,中國-山西省-大同市,DILA,master,,
3813,PL000000003880,,石窟寺,38.869039,113.387669,中國-山西省-忻州市-五台縣,DILA,master,,
3814,PL000000003881,,西京道,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3815,PL000000003882,,大同,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3816,PL000000003883,,大同府,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3817,PL000000003884,,大同,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3818,PL000000003885,,大同府,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3819,PL000000003886,,大同,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3820,PL000000003887,,大同路,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3821,PL000000003888,,大同,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3822,PL000000003889,,大同府,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
3823,PL000000003890,,西京,40.0923,113.3062,中國-山西省-大同市-城區,DILA,master,,
