STT,ID,Tên_Việt,Tên_Hán,Lat,Lon,Province,Source,Status,Mô_tả,Ghi_chú_Admin
1098,PL000000001136,,義臺城,38.3242,114.6602,中國-河北省-石家莊市-新樂市,DILA,master,,
1099,PL000000001137,,張家庄堡,38.3049,114.6487,中國-河北省-石家莊市-新樂市,DILA,master,,
1100,PL000000001138,,南蘇堡,38.27,114.8799,中國-河北省-石家莊市-新樂市,DILA,master,,
1101,PL000000001139,,封龍山,37.896512,114.324289,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1102,PL000000001140,,抱犢山,38.084425,114.279866,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1103,PL000000001141,,本願寺,38.077334,114.314361,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1104,PL000000001142,,鹿泉寺,38.068386,114.306363,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1105,PL000000001143,,蒲吾,38.2329,114.2877,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1106,PL000000001144,,蒲吾,38.228,114.2876,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1107,PL000000001145,,蒲吾,38.228,114.2876,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1108,PL000000001146,,張堡新集,38.2201,114.3389,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1109,PL000000001147,,番吾,38.2193,114.2849,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1110,PL000000001148,,桑中,38.1679,114.2908,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1111,PL000000001149,,綿曼,38.14,114.3316,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1112,PL000000001150,,綿曼,38.14,114.3316,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1113,PL000000001151,,樂陽,38.127,114.4125,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1114,PL000000001152,,抱犢寨,38.1189,114.2595,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1115,PL000000001153,,土門,38.1031,114.2762,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1116,PL000000001154,,獲鹿,38.0824,114.3173,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1117,PL000000001155,,獲鹿,38.0824,114.3173,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1118,PL000000001156,,獲鹿,38.0824,114.3173,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1119,PL000000001157,,獲鹿,38.0824,114.3173,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1120,PL000000001158,,鹿泉,38.0824,114.3173,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1121,PL000000001159,,土門關,38.0771,114.3055,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1122,PL000000001160,,土門,38.0761,114.2836,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1123,PL000000001161,,石邑,37.941,114.3715,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1124,PL000000001162,,石邑,37.941,114.3715,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1125,PL000000001163,,石邑,37.9377,114.3696,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1126,PL000000001164,,石邑,37.9377,114.3696,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1127,PL000000001165,,石邑,37.9323,114.3658,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1128,PL000000001166,,石邑,37.9311,114.3826,中國-河北省-石家莊市-鹿泉市,DILA,master,,
1129,PL000000001167,,灅水,40.008895,117.76162,中國-河北省-唐山市,DILA,master,,
1130,PL000000001168,,唐山,39.616,118.2057,中國-河北省-唐山市-路南區,DILA,master,,
1131,PL000000001169,,井平,39.6804,118.2722,中國-河北省-唐山市-開平區,DILA,master,,
1132,PL000000001170,,開平中屯衛,39.6743,118.2589,中國-河北省-唐山市-開平區,DILA,master,,
1133,PL000000001171,,石城,39.6721,118.2784,中國-河北省-唐山市-開平區,DILA,master,,
1134,PL000000001172,,灤州,39.6869,118.3306,中國-河北省-唐山市-開平區,DILA,master,,
1135,PL000000001173,,越支場,39.4543,118.1907,中國-河北省-唐山市-豐南區,DILA,master,,
1136,PL000000001174,,越支,39.4494,118.1801,中國-河北省-唐山市-豐南區,DILA,master,,
1137,PL000000001175,,澗河,39.2322,118.0638,中國-河北省-唐山市-豐南區,DILA,master,,
1138,PL000000001176,,寶慶,39.832548,118.16283,中國-河北省-唐山市-豐潤區,DILA,master,,
1139,PL000000001177,,宏法寺,39.821974,118.101207,中國-河北省-唐山市-豐潤區,DILA,master,,
1140,PL000000001178,,沙巖寺,39.824176,118.06153,中國-河北省-唐山市-豐潤區,DILA,master,,
1141,PL000000001179,,豐潤,39.8267,118.1448,中國-河北省-唐山市-豐潤區,DILA,master,,
1142,PL000000001180,,豐潤,39.8267,118.1448,中國-河北省-唐山市-豐潤區,DILA,master,,
1143,PL000000001181,,豐閏,39.8267,118.1448,中國-河北省-唐山市-豐潤區,DILA,master,,
1144,PL000000001182,,昌城,39.5869,118.0562,中國-河北省-唐山市-豐潤區,DILA,master,,
1145,PL000000001183,,土垠,39.8058,118.2097,中國-河北省-唐山市-豐潤區,DILA,master,,
1146,PL000000001184,,右北平郡,39.8058,118.2097,中國-河北省-唐山市-豐潤區,DILA,master,,
1147,PL000000001185,,土垠,39.8058,118.2097,中國-河北省-唐山市-豐潤區,DILA,master,,
1148,PL000000001186,,土垠,39.8023,118.2008,中國-河北省-唐山市-豐潤區,DILA,master,,
1149,PL000000001187,,土垠,39.8023,118.2008,中國-河北省-唐山市-豐潤區,DILA,master,,
1150,PL000000001188,,右北平郡,39.8023,118.2008,中國-河北省-唐山市-豐潤區,DILA,master,,
1151,PL000000001189,,土垠,39.8093,118.1986,中國-河北省-唐山市-豐潤區,DILA,master,,
1152,PL000000001190,,興州前屯衛,39.8267,118.1448,中國-河北省-唐山市-豐潤區,DILA,master,,
1153,PL000000001191,,萬善,39.740739,118.704121,中國-河北省-唐山市-灤縣,DILA,master,,
1154,PL000000001192,,榛子鎮,39.8324,118.3408,中國-河北省-唐山市-灤縣,DILA,master,,
1155,PL000000001193,,石城,39.8295,118.3478,中國-河北省-唐山市-灤縣,DILA,master,,
1156,PL000000001194,,新安平,39.8103,118.4554,中國-河北省-唐山市-灤縣,DILA,master,,
1157,PL000000001195,,灤州,39.7387,118.7622,中國-河北省-唐山市-灤縣,DILA,master,,
1158,PL000000001196,,灤州,39.7387,118.7622,中國-河北省-唐山市-灤縣,DILA,master,,
1159,PL000000001197,,義豐,39.7387,118.7622,中國-河北省-唐山市-灤縣,DILA,master,,
1160,PL000000001198,,灤州,39.7387,118.7622,中國-河北省-唐山市-灤縣,DILA,master,,
1161,PL000000001199,,義丰,39.7156,118.6999,中國-河北省-唐山市-灤縣,DILA,master,,
1162,PL000000001200,,茂鄉鎮,39.7115,118.6934,中國-河北省-唐山市-灤縣,DILA,master,,
1163,PL000000001201,,海陽,39.6997,118.6354,中國-河北省-唐山市-灤縣,DILA,master,,
1164,PL000000001202,,海陽,39.6997,118.6354,中國-河北省-唐山市-灤縣,DILA,master,,
1165,PL000000001203,,海陽,39.6647,118.6312,中國-河北省-唐山市-灤縣,DILA,master,,
1166,PL000000001204,,海陽,39.6647,118.6312,中國-河北省-唐山市-灤縣,DILA,master,,
1167,PL000000001205,,千金冶城,39.641,118.7909,中國-河北省-唐山市-灤縣,DILA,master,,
1168,PL000000001206,,千金冶,39.6334,118.7986,中國-河北省-唐山市-灤南縣,DILA,master,,
1169,PL000000001207,,馬城,39.6228,118.7973,中國-河北省-唐山市-灤南縣,DILA,master,,
1170,PL000000001208,,馬城,39.6162,118.7722,中國-河北省-唐山市-灤南縣,DILA,master,,
1171,PL000000001209,,海陽,39.6107,118.8211,中國-河北省-唐山市-灤南縣,DILA,master,,
1172,PL000000001210,,公安橋,39.4176,118.7307,中國-河北省-唐山市-灤南縣,DILA,master,,
1173,PL000000001211,,胡各莊,39.3908,118.6518,中國-河北省-唐山市-灤南縣,DILA,master,,
1174,PL000000001212,,伯各莊,39.3004,118.5478,中國-河北省-唐山市-灤南縣,DILA,master,,
1175,PL000000001213,,濟民場,39.2997,118.5429,中國-河北省-唐山市-灤南縣,DILA,master,,
1176,PL000000001214,,蠻沙口,39.2125,118.649,中國-河北省-唐山市-灤南縣,DILA,master,,
1177,PL000000001215,,淀流河集,39.5009,118.8274,中國-河北省-唐山市-樂亭縣,DILA,master,,
1178,PL000000001216,,樂亭,39.4239,118.9281,中國-河北省-唐山市-樂亭縣,DILA,master,,
1179,PL000000001217,,樂亭,39.4239,118.9281,中國-河北省-唐山市-樂亭縣,DILA,master,,
1180,PL000000001218,,樂亭,39.4239,118.9281,中國-河北省-唐山市-樂亭縣,DILA,master,,
1181,PL000000001219,,昌國署,39.3814,119.0083,中國-河北省-唐山市-樂亭縣,DILA,master,,
1182,PL000000001220,,石碑場,39.3051,118.8606,中國-河北省-唐山市-樂亭縣,DILA,master,,
1183,PL000000001221,,新橋海口,39.2883,118.8226,中國-河北省-唐山市-樂亭縣,DILA,master,,
1184,PL000000001222,,馬頭營,39.2858,118.8391,中國-河北省-唐山市-樂亭縣,DILA,master,,
1185,PL000000001223,,劉家墩,39.24,119.0161,中國-河北省-唐山市-樂亭縣,DILA,master,,
1186,PL000000001224,,劉家墩,39.2153,118.9415,中國-河北省-唐山市-樂亭縣,DILA,master,,
1187,PL000000001225,,喜峰口,40.4082,118.3667,中國-河北省-唐山市-遷西縣,DILA,master,,
1188,PL000000001226,,潘家口,40.4063,118.2856,中國-河北省-唐山市-遷西縣,DILA,master,,
1189,PL000000001227,,喜峰口,40.404,118.3657,中國-河北省-唐山市-遷西縣,DILA,master,,
1190,PL000000001228,,井口關,40.4002,118.189,中國-河北省-唐山市-遷西縣,DILA,master,,
1191,PL000000001229,,富民站,40.4002,118.189,中國-河北省-唐山市-遷西縣,DILA,master,,
1192,PL000000001230,,漢兒莊,40.3756,118.2349,中國-河北省-唐山市-遷西縣,DILA,master,,
1193,PL000000001231,,鐵門站,40.3684,118.3545,中國-河北省-唐山市-遷西縣,DILA,master,,
1194,PL000000001232,,灤河,40.3651,118.3277,中國-河北省-唐山市-遷西縣,DILA,master,,
1195,PL000000001233,,龍井關,40.3627,118.1513,中國-河北省-唐山市-遷西縣,DILA,master,,
1196,PL000000001234,,太平寨,40.2506,118.5346,中國-河北省-唐山市-遷西縣,DILA,master,,
1197,PL000000001235,,太平寨,40.2395,118.5415,中國-河北省-唐山市-遷西縣,DILA,master,,
1198,PL000000001236,,三屯營,40.2176,118.2099,中國-河北省-唐山市-遷西縣,DILA,master,,
1199,PL000000001237,,三屯營,40.2156,118.2098,中國-河北省-唐山市-遷西縣,DILA,master,,
1200,PL000000001238,,薊州鎮,40.2176,118.2099,中國-河北省-唐山市-遷西縣,DILA,master,,
1201,PL000000001239,,盧龍塞,40.3858,118.3372,中國-河北省-唐山市-遷西縣,DILA,master,,
1202,PL000000001240,,龍池,39.885662,117.749446,中國-河北省-唐山市-玉田縣,DILA,master,,
1203,PL000000001241,,重興,39.885662,117.749446,中國-河北省-唐山市-玉田縣,DILA,master,,
1204,PL000000001242,,妙峰,39.909787,117.714617,中國-河北省-唐山市-玉田縣,DILA,master,,
1205,PL000000001243,,文龍山,39.963664,117.642937,中國-河北省-唐山市-玉田縣,DILA,master,,
1206,PL000000001244,,湯泉寺,40.202746,117.757527,中國-河北省-唐山市-遵化市,DILA,master,,
1207,PL000000001245,,觀音寺,39.880389,117.78765,中國-河北省-唐山市-玉田縣,DILA,master,,
1208,PL000000001246,,玉田,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1209,PL000000001247,,玉田,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1210,PL000000001248,,玉田,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1211,PL000000001249,,玉田,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1212,PL000000001250,,玉田,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1213,PL000000001251,,北平城,39.8625,117.7008,中國-河北省-唐山市-玉田縣,DILA,master,,
1214,PL000000001252,,雅鴻橋,39.7491,117.8887,中國-河北省-唐山市-玉田縣,DILA,master,,
1215,PL000000001253,,興州左屯衛,39.8828,117.7647,中國-河北省-唐山市-玉田縣,DILA,master,,
1216,PL000000001254,,洪山口,40.3164,118.0991,中國-河北省-唐山市-遵化市,DILA,master,,
1217,PL000000001255,,羅文峪關,40.2764,117.9473,中國-河北省-唐山市-遵化市,DILA,master,,
1218,PL000000001256,,鹽城守捉,40.2597,117.9047,中國-河北省-唐山市-遵化市,DILA,master,,
1219,PL000000001257,,大安口,40.2436,117.7979,中國-河北省-唐山市-遵化市,DILA,master,,
1220,PL000000001258,,洪水守捉,40.2209,117.7408,中國-河北省-唐山市-遵化市,DILA,master,,
1221,PL000000001259,,馬蘭峪關,40.201,117.6858,中國-河北省-唐山市-遵化市,DILA,master,,
1222,PL000000001260,,徐無,40.189,118.056,中國-河北省-唐山市-遵化市,DILA,master,,
1223,PL000000001261,,徐無,40.189,118.056,中國-河北省-唐山市-遵化市,DILA,master,,
1224,PL000000001262,,徐無,40.1853,118.0667,中國-河北省-唐山市-遵化市,DILA,master,,
1225,PL000000001263,,遵化州,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1226,PL000000001264,,遵化,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1227,PL000000001265,,遵化,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1228,PL000000001266,,景州,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1229,PL000000001267,,遵化,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1230,PL000000001268,,北平郡,40.1834,118.068,中國-河北省-唐山市-遵化市,DILA,master,,
1231,PL000000001269,,徐無,40.1834,118.068,中國-河北省-唐山市-遵化市,DILA,master,,
1232,PL000000001270,,徐無,40.1834,118.068,中國-河北省-唐山市-遵化市,DILA,master,,
1233,PL000000001271,,北平郡,40.1691,118.0676,中國-河北省-唐山市-遵化市,DILA,master,,
1234,PL000000001272,,石門鎮,40.1069,117.6909,中國-河北省-唐山市-遵化市,DILA,master,,
1235,PL000000001273,,石門鎮,40.1067,117.6979,中國-河北省-唐山市-遵化市,DILA,master,,
1236,PL000000001274,,石門鎮,40.0989,117.6886,中國-河北省-唐山市-遵化市,DILA,master,,
1237,PL000000001275,,夕陽,40.0208,117.9851,中國-河北省-唐山市-遵化市,DILA,master,,
1238,PL000000001276,,忠義中衛,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1239,PL000000001277,,東勝右衛,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1240,PL000000001278,,寬河所,40.1835,117.9679,中國-河北省-唐山市-遵化市,DILA,master,,
1241,PL000000001279,,魚關,40.2266,117.7396,中國-河北省-唐山市-遵化市,DILA,master,,
1242,PL000000001280,,松亭關,40.0079,118.7015,中國-河北省-唐山市-遷安市,DILA,master,,
1243,PL000000001282,,冷口,40.1741,118.8351,中國-河北省-唐山市-遷安市,DILA,master,,
1244,PL000000001283,,河流口,40.1482,118.8965,中國-河北省-唐山市-遷安市,DILA,master,,
1245,PL000000001284,,建昌營,40.1373,118.8011,中國-河北省-唐山市-遷安市,DILA,master,,
1246,PL000000001285,,建昌站,40.1373,118.8011,中國-河北省-唐山市-遷安市,DILA,master,,
1247,PL000000001286,,建昌營,40.1335,118.8031,中國-河北省-唐山市-遷安市,DILA,master,,
1248,PL000000001287,,肥如,40.0856,118.8713,中國-河北省-唐山市-遷安市,DILA,master,,
1249,PL000000001288,,肥如,40.0856,118.8713,中國-河北省-唐山市-遷安市,DILA,master,,
1250,PL000000001289,,肥如,40.0829,118.864,中國-河北省-唐山市-遷安市,DILA,master,,
1251,PL000000001290,,肥如,40.0829,118.864,中國-河北省-唐山市-遷安市,DILA,master,,
1252,PL000000001291,,平州,40.0738,118.8596,中國-河北省-唐山市-遷安市,DILA,master,,
1253,PL000000001292,,肥如,40.0738,118.8596,中國-河北省-唐山市-遷安市,DILA,master,,
1254,PL000000001293,,遼西郡,40.0738,118.8596,中國-河北省-唐山市-遷安市,DILA,master,,
1255,PL000000001294,,安喜,40.0346,118.8339,中國-河北省-唐山市-遷安市,DILA,master,,
1256,PL000000001295,,朝鮮,40.0244,118.7898,中國-河北省-唐山市-遷安市,DILA,master,,
1257,PL000000001296,,令支,40.0103,118.6017,中國-河北省-唐山市-遷安市,DILA,master,,
1258,PL000000001297,,令支,40.0103,118.6017,中國-河北省-唐山市-遷安市,DILA,master,,
1259,PL000000001298,,遷安,40.0079,118.7015,中國-河北省-唐山市-遷安市,DILA,master,,
1260,PL000000001299,,遷安,40.0079,118.7015,中國-河北省-唐山市-遷安市,DILA,master,,
1261,PL000000001300,,遷安,40.0079,118.7015,中國-河北省-唐山市-遷安市,DILA,master,,
1262,PL000000001301,,令支,40.0065,118.5999,中國-河北省-唐山市-遷安市,DILA,master,,
1263,PL000000001302,,令支,40.0065,118.5999,中國-河北省-唐山市-遷安市,DILA,master,,
1264,PL000000001303,,令支,40.0051,118.6119,中國-河北省-唐山市-遷安市,DILA,master,,
1265,PL000000001304,,令支城,39.9911,118.6112,中國-河北省-唐山市-遷安市,DILA,master,,
1266,PL000000001305,,七家嶺,39.8568,118.5199,中國-河北省-唐山市-遷安市,DILA,master,,
1267,PL000000001306,,大灤站,40.1482,118.8965,中國-河北省-唐山市-遷安市,DILA,master,,
1268,PL000000001307,,興州右屯衛,40.0079,118.7015,中國-河北省-唐山市-遷安市,DILA,master,,
1269,PL000000001308,,秦皇島,39.9307,119.6138,中國-河北省-秦皇島市-海港區,DILA,master,,
1270,PL000000001309,,寧海城,39.9662,119.7974,中國-河北省-秦皇島市-山海關區,DILA,master,,
1271,PL000000001310,,臨榆,39.9999,119.7651,中國-河北省-秦皇島市-山海關區,DILA,master,,
1272,PL000000001311,,山海衛,40.0008,119.7712,中國-河北省-秦皇島市-山海關區,DILA,master,,
1273,PL000000001312,,遷州,40.0147,119.7575,中國-河北省-秦皇島市-山海關區,DILA,master,,
1274,PL000000001313,,遷民,40.0147,119.7575,中國-河北省-秦皇島市-山海關區,DILA,master,,
1275,PL000000001314,,八里鋪,40.0412,119.8139,中國-河北省-秦皇島市-山海關區,DILA,master,,
1276,PL000000001315,,道關,40.0631,119.7429,中國-河北省-秦皇島市-山海關區,DILA,master,,
1277,PL000000001316,,招毛兔,40.4823,118.8085,中國-河北省-秦皇島市-青龍滿族自治縣,DILA,master,,
1278,PL000000001317,,逃軍山,40.4197,118.9373,中國-河北省-秦皇島市-青龍滿族自治縣,DILA,master,,
1279,PL000000001318,,龍王廟,40.3073,119.4731,中國-河北省-秦皇島市-青龍滿族自治縣,DILA,master,,
1280,PL000000001319,,三岔口,40.2626,119.0719,中國-河北省-秦皇島市-青龍滿族自治縣,DILA,master,,
1281,PL000000001320,,土胡同,40.222,119.2177,中國-河北省-秦皇島市-青龍滿族自治縣,DILA,master,,
1282,PL000000001321,,昌黎,39.706,119.1763,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1283,PL000000001322,,昌黎,39.706,119.1763,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1284,PL000000001323,,昌黎,39.706,119.1763,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1285,PL000000001324,,廣寧,39.706,119.1763,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1286,PL000000001325,,營州,39.706,119.1763,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1287,PL000000001326,,蒲河海口,39.6748,119.3035,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1288,PL000000001327,,靜安堡,39.6422,118.8837,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1289,PL000000001328,,絫縣,39.6346,119.1524,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1290,PL000000001329,,柳城軍,39.6271,118.8712,中國-河北省-秦皇島市-昌黎縣,DILA,master,,
1291,PL000000001330,,董家口,40.1915,119.6651,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1292,PL000000001331,,義院口關,40.162,119.5914,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1293,PL000000001332,,義院口,40.1613,119.584,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1294,PL000000001333,,界嶺口,40.155,119.3117,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1295,PL000000001334,,界嶺口關,40.1511,119.3034,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1296,PL000000001335,,箭捍嶺,40.137,119.3492,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1297,PL000000001336,,一片石口,40.1261,119.7476,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1298,PL000000001337,,一片石關,40.125,119.7486,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1299,PL000000001338,,石門寨,40.0743,119.6125,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1300,PL000000001339,,石門城,40.073,119.6148,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1301,PL000000001340,,臺頭營,40.019,119.2272,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1302,PL000000001341,,臺頭城,40.0158,119.2297,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1303,PL000000001342,,大寧海陽千戶所,39.9796,119.6022,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1304,PL000000001343,,海陽,39.9639,119.5455,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1305,PL000000001344,,潤州,39.9639,119.5455,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1306,PL000000001345,,臨渝關,39.9319,119.3757,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1307,PL000000001346,,深河堡,39.9294,119.4546,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1308,PL000000001347,,臨渝,39.9151,119.3568,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1309,PL000000001348,,臨渝,39.9151,119.3568,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1310,PL000000001349,,臨渝,39.9065,119.3718,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1311,PL000000001350,,山海關,39.8991,119.3863,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1312,PL000000001351,,渝關,39.8926,119.3542,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1313,PL000000001352,,渝關守捉,39.8926,119.3542,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1314,PL000000001353,,榆關,39.8889,119.3745,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1315,PL000000001354,,撫寧,39.8836,119.2401,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1316,PL000000001355,,撫寧,39.8836,119.2401,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1317,PL000000001356,,撫寧,39.8836,119.2401,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1318,PL000000001357,,陽樂,39.8706,119.2032,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1319,PL000000001358,,遼西郡,39.858,119.1862,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1320,PL000000001359,,撫寧衛,39.9317,119.2228,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1321,PL000000001360,,臨渝宮,39.842,119.234,中國-河北省-秦皇島市-撫寧縣,DILA,master,,
1322,PL000000001361,,永平府,39.891683,118.886125,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1323,PL000000001362,,青龍河,39.884586,118.856217,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1324,PL000000001363,,榆林口,40.107,119.0269,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1325,PL000000001364,,劉家口,40.1026,118.9569,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1326,PL000000001365,,劉家營,40.0981,118.9532,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1327,PL000000001366,,燕河城,40.0363,119.0751,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1328,PL000000001367,,燕河營,40.0338,119.0773,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1329,PL000000001368,,永平府,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1330,PL000000001369,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1331,PL000000001370,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1332,PL000000001371,,永平路,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1333,PL000000001372,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1334,PL000000001373,,平州,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1335,PL000000001374,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1336,PL000000001375,,平州,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1337,PL000000001376,,北平郡,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1338,PL000000001377,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1339,PL000000001378,,北平郡,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1340,PL000000001379,,盧龍,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1341,PL000000001380,,北平郡,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1342,PL000000001381,,新昌,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1343,PL000000001382,,陽樂,39.8407,118.99,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1344,PL000000001383,,遼西郡,39.8407,118.99,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1345,PL000000001384,,陽樂,39.8407,118.99,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1346,PL000000001385,,遼西郡,39.8407,118.99,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1347,PL000000001386,,孤竹城,39.8284,118.8917,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1348,PL000000001387,,孤竹城,39.8284,118.8917,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1349,PL000000001388,,孤竹城,39.8264,118.8689,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1350,PL000000001389,,望都,39.7568,118.8784,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1351,PL000000001390,,東勝左衛,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1352,PL000000001391,,安東都護府,39.8763,118.8719,中國-河北省-秦皇島市-盧龍縣,DILA,master,,
1353,PL000000001392,,興聖寺,36.611911,114.487056,中國-河北省-邯鄲市,DILA,master,,
1354,PL000000001393,,崇尊寺,36.5927,114.481,中國-河北省-邯鄲市-市轄區,DILA,master,,
1355,PL000000001394,,趙國,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1356,PL000000001395,,趙國,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1357,PL000000001396,,邯鄲,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1358,PL000000001397,,邯鄦,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1359,PL000000001398,,邯鄲,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1360,PL000000001399,,邯鄲,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
1361,PL000000001400,,邯鄲,36.5927,114.4814,中國-河北省-邯鄲市-邯山區,DILA,master,,
