place_name_raw,mentioned_in_monk,source_monk_uri,frequency
giới đàn,Tâm Nhất Mật Thể,ex:monk/tam_nhat_mat_the,98
giới đàn,Tâm Như Mật Nguyện,ex:monk/tam_nhu_mat_nguyen,98
giới đàn,Trừng Diên Diệu Huệ,ex:monk/trung_dien_dieu_hue,98
giới đàn,Thanh Chân Viên Giác,ex:monk/thanh_chan_vien_giac,98
giới đàn,Thanh Tú Huệ Pháp,ex:monk/thanh_tu_hue_phap,98
giới đàn,Thanh Thái Huệ Minh,ex:monk/thanh_thai_hue_minh,98
giới đàn,Thanh Quý Chơn Thiệt,ex:monk/thanh_quy_chon_thiet,98
giới đàn,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,98
giới đàn,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,98
giới đàn,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,98
giới đàn,Chơn Ngọc Long Trí,ex:monk/chon_ngoc_long_tri,98
giới đàn,Chơn Chứng Thiện Quả,ex:monk/chon_chung_thien_qua,98
giới đàn,Như Quý Viên Thiện,ex:monk/nhu_quy_vien_thien,98
giới đàn,Như Quang Trí Minh,ex:monk/nhu_quang_tri_minh,98
giới đàn,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,98
giới đàn,Ấn Bính Phổ Bảo,ex:monk/an_binh_pho_bao,98
giới đàn,Ấn Bổn Vĩnh Gia,ex:monk/an_bon_vinh_gia,98
giới đàn,Ấn Kim Hoằng Tịnh,ex:monk/an_kim_hoang_tinh,98
giới đàn,Ấn Lãnh Hoằng Thạc,ex:monk/an_lanh_hoang_thac,98
giới đàn,Chơn Sử Khánh Tín,ex:monk/chon_su_khanh_tin,98
giới đàn,Chơn Trung Minh Ðức,ex:monk/chon_trung_minh_uc,98
giới đàn,Chơn Miên Trí Hưng,ex:monk/chon_mien_tri_hung,98
giới đàn,Chơn Tá Tôn Bảo,ex:monk/chon_ta_ton_bao,98
giới đàn,Chơn Cảnh Huệ Duyệt,ex:monk/chon_canh_hue_duyet,98
giới đàn,Chơn Phát Long Tôn,ex:monk/chon_phat_long_ton,98
giới đàn,Chơn Giác Long Hải,ex:monk/chon_giac_long_hai,98
giới đàn,Chơn Thành Khánh Ngọc,ex:monk/chon_thanh_khanh_ngoc,98
giới đàn,Chơn Pháp Phước Trí,ex:monk/chon_phap_phuoc_tri,98
giới đàn,Ấn Thiên Huệ Nhãn,ex:monk/an_thien_hue_nhan,98
giới đàn,Không Tâm Trí Quảng,ex:monk/khong_tam_tri_quang,98
giới đàn,Như Hương Huyền Tâm,ex:monk/nhu_huong_huyen_tam,98
giới đàn,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,98
giới đàn,Như Vạn Trí Phước,ex:monk/nhu_van_tri_phuoc,98
giới đàn,Như Truyện Trí Nhãn,ex:monk/nhu_truyen_tri_nhan,98
giới đàn,Chơn Trừng Đạo Thanh,ex:monk/chon_trung_dao_thanh,98
giới đàn,Như Ðiền Huệ Chấn,ex:monk/nhu_dien_hue_chan,98
giới đàn,Như Ái Hoằng Thâm,ex:monk/nhu_ai_hoang_tham,98
giới đàn,Như Thừa Hoằng Nguyện,ex:monk/nhu_thua_hoang_nguyen,98
giới đàn,Như Quang Hoằng Phúc,ex:monk/nhu_quang_hoang_phuc,98
giới đàn,Không Tín Kế Châu,ex:monk/khong_tin_ke_chau,98
giới đàn,Như Tiến Quảng Hưng,ex:monk/nhu_tien_quang_hung,98
giới đàn,Như Niệm Bảo Toàn,ex:monk/nhu_niem_bao_toan,98
giới đàn,Tâm Thanh Chơn Nghiêm,ex:monk/tam_thanh_chon_nghiem,98
giới đàn,Chơn Phước Huệ Pháp,ex:monk/chon_phuoc_hue_phap,98
giới đàn,Chơn Quý Khánh Anh,ex:monk/chon_quy_khanh_anh,98
giới đàn,Như Quả Hoàn Tuyên,ex:monk/nhu_qua_hoan_tuyen,98
giới đàn,Như Bình Huyền Tịnh,ex:monk/nhu_binh_huyen_tinh,98
giới đàn,Như Hường Thọ Minh,ex:monk/nhu_huong_tho_minh,98
giới đàn,Trí Thuyên,ex:monk/tri_thuyen,98
giới đàn,Thị Bình Diệu Khai,ex:monk/thi_binh_dieu_khai,98
giới đàn,Ðồng Chơn Thông Niệm,ex:monk/ong_chon_thong_niem,98
giới đàn,Ðồng Kỉnh Tín Quả,ex:monk/ong_kinh_tin_qua,98
giới đàn,Như Đồng Đắc Quang,ex:monk/nhu_dong_dac_quang,98
giới đàn,Thanh Đức Tâm Khoan,ex:monk/thanh_duc_tam_khoan,98
giới đàn,Trừng Diên Hưng Phước,ex:monk/trung_dien_hung_phuoc,98
giới đàn,Nguyên Định Đức Trì,ex:monk/nguyen_dinh_duc_tri,98
giới đàn,Tâm Như Trí Thủ,ex:monk/tam_nhu_tri_thu,98
giới đàn,Nguyên Tánh Đức Tâm,ex:monk/nguyen_tanh_duc_tam,98
giới đàn,Nguyên Thuận Đức Tánh,ex:monk/nguyen_thuan_duc_tanh,98
giới đàn,TT Nguyên Minh Minh Đức,ex:monk/tt_nguyen_minh_minh_duc,98
giới đàn,Nguyên Ý Phước Châu,ex:monk/nguyen_y_phuoc_chau,98
giới đàn,Tâm Ấn Viên Quang,ex:monk/tam_an_vien_quang,98
giới đàn,Thiên Ân,ex:monk/thien_an,98
giới đàn,Tâm Thọ Thiện Hỷ,ex:monk/tam_tho_thien_hy,98
giới đàn,TT Nguyên Hồng Từ Phong,ex:monk/tt_nguyen_hong_tu_phong,98
giới đàn,Tâm Tuệ Thanh Trí,ex:monk/tam_tue_thanh_tri,98
giới đàn,Tâm Cảnh Giác Hạnh,ex:monk/tam_canh_giac_hanh,98
giới đàn,Nguyên Phước Quang Thể,ex:monk/nguyen_phuoc_quang_the,98
giới đàn,Tâm Phật Thiện Siêu,ex:monk/tam_phat_thien_sieu,98
giới đàn,Trừng Ninh Diệu Hương,ex:monk/trung_ninh_dieu_huong,98
giới đàn,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,98
giới đàn,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,98
giới đàn,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,98
giới đàn,Thiệt Diệu Liễu Quán,ex:monk/thiet_dieu_lieu_quan,98
giới đàn,Trừng Văn Giác Nguyên,ex:monk/trung_van_giac_nguyen,98
giới đàn,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,98
giới đàn,Trừng Huệ Giác Viên,ex:monk/trung_hue_giac_vien,98
giới đàn,Đạo Minh Phổ Tịnh,ex:monk/dao_minh_pho_tinh,98
giới đàn,Hải Toàn Linh Cơ,ex:monk/hai_toan_linh_co,98
giới đàn,Hải Bình Khiết Bạch,ex:monk/hai_binh_khiet_bach,98
giới đàn,Tâm Thị Thiện Minh,ex:monk/tam_thi_thien_minh,98
giới đàn,Tâm Tuệ Thiện Giải,ex:monk/tam_tue_thien_giai,98
giới đàn,TT Tâm Ý Trường Định,ex:monk/tt_tam_y_truong_dinh,98
giới đàn,Hải Thuận Lương Duyên,ex:monk/hai_thuan_luong_duyen,98
giới đàn,Tâm Trung Chánh Trực,ex:monk/tam_trung_chanh_truc,98
giới đàn,Trừng Nguyên Chơn Như,ex:monk/trung_nguyen_chon_nhu,98
giới đàn,Trừng Trì Chí Niệm,ex:monk/trung_tri_chi_niem,98
giới đàn,Trừng Tuệ Chí Mậu,ex:monk/trung_tue_chi_mau,98
giới đàn,Tâm Phổ Thiện Lộc,ex:monk/tam_pho_thien_loc,98
giới đàn,Toàn Ðịnh Bảo Tạng,ex:monk/toan_dinh_bao_tang,98
giới đàn,TT Nguyên Cát Thiện Tường,ex:monk/tt_nguyen_cat_thien_tuong,98
giới đàn,Thị Chí Phước Hộ,ex:monk/thi_chi_phuoc_ho,98
giới đàn,Thị Niệm Phước Ninh,ex:monk/thi_niem_phuoc_ninh,98
giới đàn,Thị Tín Phước Trí,ex:monk/thi_tin_phuoc_tri,98
giới đàn,Tâm Thông Quảng Huệ,ex:monk/tam_thong_quang_hue,98
giới đàn,Tâm Lương Diệu Hoằng,ex:monk/tam_luong_dieu_hoang,98
giới đàn,Minh Hoàng Tử Dung,ex:monk/minh_hoang_tu_dung,98
giới đàn,Như Ðiền Huệ Chấn,ex:monk/nhu_ien_hue_chan,98
Báo Quốc,Tâm Địa Mật Khế,ex:monk/tam_dia_mat_khe,77
Báo Quốc,Tâm Hương Mật Hiển,ex:monk/tam_huong_mat_hien,77
Báo Quốc,Hải Thiệu Cương Kỷ,ex:monk/hai_thieu_cuong_ky,77
Báo Quốc,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,77
Báo Quốc,Chơn Chứng Thiện Quả,ex:monk/chon_chung_thien_qua,77
Báo Quốc,Như Quý Viên Thiện,ex:monk/nhu_quy_vien_thien,77
Báo Quốc,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,77
Báo Quốc,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,77
Báo Quốc,Ấn Bổn Vĩnh Gia,ex:monk/an_bon_vinh_gia,77
Báo Quốc,Chơn Kim Pháp Lâm,ex:monk/chon_kim_phap_lam,77
Báo Quốc,Chân Đạo Bích Phong,ex:monk/chan_dao_bich_phong,77
Báo Quốc,Ngộ Tánh Phước Huệ,ex:monk/ngo_tanh_phuoc_hue,77
Báo Quốc,Trừng Dàn Bích Không,ex:monk/trung_dan_bich_khong,77
Báo Quốc,Chơn An Chánh Liêm,ex:monk/chon_an_chanh_liem,77
Báo Quốc,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,77
Báo Quốc,Như An Huyền Quang,ex:monk/nhu_an_huyen_quang,77
Báo Quốc,Như Ðăng Trí Ðộ,ex:monk/nhu_ang_tri_o,77
Báo Quốc,Như Bình Huyền Tịnh,ex:monk/nhu_binh_huyen_tinh,77
Báo Quốc,Như Hường Thọ Minh,ex:monk/nhu_huong_tho_minh,77
Báo Quốc,Ðồng Chơn Thông Niệm,ex:monk/ong_chon_thong_niem,77
Báo Quốc,Đồng An Diệu Trí,ex:monk/dong_an_dieu_tri,77
Báo Quốc,Thanh Đức Tâm Khoan,ex:monk/thanh_duc_tam_khoan,77
Báo Quốc,Trừng Diên Hưng Phước,ex:monk/trung_dien_hung_phuoc,77
Báo Quốc,Trừng Khiết Hưng Nghĩa,ex:monk/trung_khiet_hung_nghia,77
Báo Quốc,Trừng Gia Hưng Mãn,ex:monk/trung_gia_hung_man,77
Báo Quốc,Trừng Hóa Hưng Dụng,ex:monk/trung_hoa_hung_dung,77
Báo Quốc,Trừng Chiếu Từ Mãn,ex:monk/trung_chieu_tu_man,77
Báo Quốc,Nguyên Định Đức Trì,ex:monk/nguyen_dinh_duc_tri,77
Báo Quốc,Tâm Như Trí Thủ,ex:monk/tam_nhu_tri_thu,77
Báo Quốc,Nguyên Tánh Đức Tâm,ex:monk/nguyen_tanh_duc_tam,77
Báo Quốc,Nguyên Thuận Đức Tánh,ex:monk/nguyen_thuan_duc_tanh,77
Báo Quốc,TT Nguyên Minh Minh Đức,ex:monk/tt_nguyen_minh_minh_duc,77
Báo Quốc,Nguyên Ý Phước Châu,ex:monk/nguyen_y_phuoc_chau,77
Báo Quốc,Thiên Ân,ex:monk/thien_an,77
Báo Quốc,Tâm Thọ Thiện Hỷ,ex:monk/tam_tho_thien_hy,77
Báo Quốc,TT Nguyên Hồng Từ Phong,ex:monk/tt_nguyen_hong_tu_phong,77
Báo Quốc,Nguyên Minh Huyền Giác,ex:monk/nguyen_minh_huyen_giac,77
Báo Quốc,Tâm Tuệ Thanh Trí,ex:monk/tam_tue_thanh_tri,77
Báo Quốc,Nguyên Phước Quang Thể,ex:monk/nguyen_phuoc_quang_the,77
Báo Quốc,Tâm Thái Thiện Trí,ex:monk/tam_thai_thien_tri,77
Báo Quốc,Tâm Phật Thiện Siêu,ex:monk/tam_phat_thien_sieu,77
Báo Quốc,Nguyên Trí Châu Toàn,ex:monk/nguyen_tri_chau_toan,77
Báo Quốc,Thanh Thái Phước Chỉ,ex:monk/thanh_thai_phuoc_chi,77
Báo Quốc,Tâm Đạo Thanh Quang,ex:monk/tam_dao_thanh_quang,77
Báo Quốc,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,77
Báo Quốc,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,77
Báo Quốc,Thanh Ninh Tâm Truyền,ex:monk/thanh_ninh_tam_truyen,77
Báo Quốc,Trừng Khiết Như Như,ex:monk/trung_khiet_nhu_nhu,77
Báo Quốc,Như Trung Phước Hậu,ex:monk/nhu_trung_phuoc_hau,77
Báo Quốc,Tế Ân Lưu Quang,ex:monk/te_an_luu_quang,77
Báo Quốc,Tế Nhơn Hữu Bùi,ex:monk/te_nhon_huu_bui,77
Báo Quốc,Trừng Nguyên Đôn Hậu,ex:monk/trung_nguyen_don_hau,77
Báo Quốc,Thanh Ninh Tâm Tịnh,ex:monk/thanh_ninh_tam_tinh,77
Báo Quốc,Trừng Huệ Giác Viên,ex:monk/trung_hue_giac_vien,77
Báo Quốc,Đại Bửu Kim Cang,ex:monk/dai_buu_kim_cang,77
Báo Quốc,Tánh Thông Nhất Trí,ex:monk/tanh_thong_nhat_tri,77
Báo Quốc,Đạo Minh Phổ Tịnh,ex:monk/dao_minh_pho_tinh,77
Báo Quốc,Tánh Thiên Nhất Định,ex:monk/tanh_thien_nhat_dinh,77
Báo Quốc,Tánh Huệ Nhất Chơn,ex:monk/tanh_hue_nhat_chon,77
Báo Quốc,Tánh Chiếu Nhất Niệm,ex:monk/tanh_chieu_nhat_niem,77
Báo Quốc,Tánh Hoạt Huệ Cảnh,ex:monk/tanh_hoat_hue_canh,77
Báo Quốc,Hải Toàn Linh Cơ,ex:monk/hai_toan_linh_co,77
Báo Quốc,Tâm Thị Thiện Minh,ex:monk/tam_thi_thien_minh,77
Báo Quốc,Như Thuật Tâm Minh,ex:monk/nhu_thuat_tam_minh,77
Báo Quốc,Hải Thuận Lương Duyên,ex:monk/hai_thuan_luong_duyen,77
Báo Quốc,Thanh Liêm Tâm Thiền,ex:monk/thanh_liem_tam_thien,77
Báo Quốc,Thanh Vân Tâm Thành,ex:monk/thanh_van_tam_thanh,77
Báo Quốc,Tâm Trung Chánh Trực,ex:monk/tam_trung_chanh_truc,77
Báo Quốc,Trừng Nguyên Chơn Như,ex:monk/trung_nguyen_chon_nhu,77
Báo Quốc,Thị Chí Phước Hộ,ex:monk/thi_chi_phuoc_ho,77
Báo Quốc,Tâm Thông Quảng Huệ,ex:monk/tam_thong_quang_hue,77
Báo Quốc,Tâm Giải Tương Ưng,ex:monk/tam_giai_tuong_ung,77
Báo Quốc,Tâm Lương Diệu Hoằng,ex:monk/tam_luong_dieu_hoang,77
Báo Quốc,Tâm Trí Viên Giác,ex:monk/tam_tri_vien_giac,77
Báo Quốc,Tánh Thông Giác Ngộ,ex:monk/tanh_thong_giac_ngo,77
Báo Quốc,Minh Hoàng Tử Dung,ex:monk/minh_hoang_tu_dung,77
Báo Quốc,Thiệt Vinh Bửu Hạnh,ex:monk/thiet_vinh_buu_hanh,77
Tổ đình,Tâm Như Mật Nguyện,ex:monk/tam_nhu_mat_nguyen,77
Tổ đình,Trừng Diên Diệu Huệ,ex:monk/trung_dien_dieu_hue,77
Tổ đình,Tâm Hương Mật Hiển,ex:monk/tam_huong_mat_hien,77
Tổ đình,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,77
Tổ đình,Như Quý Viên Thiện,ex:monk/nhu_quy_vien_thien,77
Tổ đình,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,77
Tổ đình,Như Huệ Trí Thông,ex:monk/nhu_hue_tri_thong,77
Tổ đình,Chương Tư Huệ Quang,ex:monk/chuong_tu_hue_quang,77
Tổ đình,Chơn Chánh Pháp Tạng,ex:monk/chon_chanh_phap_tang,77
Tổ đình,Ấn Tham Hoằng Phúc,ex:monk/an_tham_hoang_phuc,77
Tổ đình,Ấn Kim Hoằng Tịnh,ex:monk/an_kim_hoang_tinh,77
Tổ đình,Ấn Lãnh Hoằng Thạc,ex:monk/an_lanh_hoang_thac,77
Tổ đình,Ấn Hướng Pháp Nhãn,ex:monk/an_huong_phap_nhan,77
Tổ đình,Chương Nhẫn Từ Nhân,ex:monk/chuong_nhan_tu_nhan,77
Tổ đình,Chơn Sử Khánh Tín,ex:monk/chon_su_khanh_tin,77
Tổ đình,Chơn Trung Minh Ðức,ex:monk/chon_trung_minh_uc,77
Tổ đình,Chơn Trung Diệu Quang,ex:monk/chon_trung_dieu_quang,77
Tổ đình,Chơn Thanh Bích Nguyên,ex:monk/chon_thanh_bich_nguyen,77
Tổ đình,Chơn An Chánh Liêm,ex:monk/chon_an_chanh_liem,77
Tổ đình,Như Thọ Huyền Tân,ex:monk/nhu_tho_huyen_tan,77
Tổ đình,Như Hương Huyền Tâm,ex:monk/nhu_huong_huyen_tam,77
Tổ đình,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,77
Tổ đình,Như Hòa Tâm Ấn,ex:monk/nhu_hoa_tam_an,77
Tổ đình,Như Đạt Hoằng Thâm,ex:monk/nhu_dat_hoang_tham,77
Tổ đình,Như Quang Hoằng Phúc,ex:monk/nhu_quang_hoang_phuc,77
Tổ đình,Không Tín Kế Châu,ex:monk/khong_tin_ke_chau,77
Tổ đình,Không Hoa Huệ Chiếu,ex:monk/khong_hoa_hue_chieu,77
Tổ đình,Chơn Phước Huệ Pháp,ex:monk/chon_phuoc_hue_phap,77
Tổ đình,Ðồng Kỉnh Tín Quả,ex:monk/ong_kinh_tin_qua,77
Tổ đình,Ðồng Phước Thông Bửu,ex:monk/ong_phuoc_thong_buu,77
Tổ đình,Thanh Tràng Như Tịnh,ex:monk/thanh_trang_nhu_tinh,77
Tổ đình,Hồng Tuyên Từ Thông,ex:monk/hong_tuyen_tu_thong,77
Tổ đình,Hồng Nam Huyền Không,ex:monk/hong_nam_huyen_khong,77
Tổ đình,Hồng Tòng Phổ Quảng,ex:monk/hong_tong_pho_quang,77
Tổ đình,Trừng Hóa Hưng Dụng,ex:monk/trung_hoa_hung_dung,77
Tổ đình,Như Phụng Thiện Trì,ex:monk/nhu_phung_thien_tri,77
Tổ đình,Nguyên Định Đức Trì,ex:monk/nguyen_dinh_duc_tri,77
Tổ đình,Tâm Như Trí Thủ,ex:monk/tam_nhu_tri_thu,77
Tổ đình,Nguyên Minh Đức Thiệu,ex:monk/nguyen_minh_duc_thieu,77
Tổ đình,Nguyên Thuận Đức Tánh,ex:monk/nguyen_thuan_duc_tanh,77
Tổ đình,TT Nguyên Minh Minh Đức,ex:monk/tt_nguyen_minh_minh_duc,77
Tổ đình,Thiên Ân,ex:monk/thien_an,77
Tổ đình,Nguyên Minh Phước Thành,ex:monk/nguyen_minh_phuoc_thanh,77
Tổ đình,Nguyên Không Từ Phương,ex:monk/nguyen_khong_tu_phuong,77
Tổ đình,TT Nguyên Hồng Từ Phong,ex:monk/tt_nguyen_hong_tu_phong,77
Tổ đình,Tâm Tuệ Thanh Trí,ex:monk/tam_tue_thanh_tri,77
Tổ đình,Nguyên Phước Quang Thể,ex:monk/nguyen_phuoc_quang_the,77
Tổ đình,Tâm Thái Thiện Trí,ex:monk/tam_thai_thien_tri,77
Tổ đình,Tâm Đạo Thanh Quang,ex:monk/tam_dao_thanh_quang,77
Tổ đình,Toàn Chiếu Bảo Ấn,ex:monk/toan_chieu_bao_an,77
Tổ đình,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,77
Tổ đình,Thiệt Diệu Liễu Quán,ex:monk/thiet_dieu_lieu_quan,77
Tổ đình,Tế Hiệp Hải Điện,ex:monk/te_hiep_hai_dien,77
Tổ đình,Trừng Nguyên Đôn Hậu,ex:monk/trung_nguyen_don_hau,77
Tổ đình,Tâm Trực Giới Hương,ex:monk/tam_truc_gioi_huong,77
Tổ đình,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,77
Tổ đình,Thiệt Úy Khánh Vân,ex:monk/thiet_uy_khanh_van,77
Tổ đình,Hải Đăng,ex:monk/hai_dang,77
Tổ đình,Tâm Thị Thiện Minh,ex:monk/tam_thi_thien_minh,77
Tổ đình,Tế Bổn Viên Thường,ex:monk/te_bon_vien_thuong,77
Tổ đình,Trừng Liên Quang Diệp,ex:monk/trung_lien_quang_diep,77
Tổ đình,Tâm Lễ Chánh Kiến,ex:monk/tam_le_chanh_kien,77
Tổ đình,Trừng Trì Chí Niệm,ex:monk/trung_tri_chi_niem,77
Tổ đình,Trừng Tuệ Chí Mậu,ex:monk/trung_tue_chi_mau,77
Tổ đình,Tâm Phổ Thiện Lộc,ex:monk/tam_pho_thien_loc,77
Tổ đình,Minh Vi Mật Hạnh,ex:monk/minh_vi_mat_hanh,77
Tổ đình,Ðồng Chánh Tịnh Như,ex:monk/ong_chanh_tinh_nhu,77
Tổ đình,Thị Niệm Phước Ninh,ex:monk/thi_niem_phuoc_ninh,77
Tổ đình,Thị Tín Phước Trí,ex:monk/thi_tin_phuoc_tri,77
Tổ đình,Thị Huệ Bảo An,ex:monk/thi_hue_bao_an,77
Tổ đình,Đạo Tâm Trung Hậu,ex:monk/dao_tam_trung_hau,77
Tổ đình,Tâm Hòa Thiên Thái,ex:monk/tam_hoa_thien_thai,77
Tổ đình,Tâm Giải Tương Ưng,ex:monk/tam_giai_tuong_ung,77
Tổ đình,Tâm Trí Viên Giác,ex:monk/tam_tri_vien_giac,77
Tổ đình,Hải Nhu Tín Nhậm,ex:monk/hai_nhu_tin_nham,77
Tổ đình,Hải Điện Mật Đa,ex:monk/hai_dien_mat_da,77
Tổ đình,Thiệt Vinh Bửu Hạnh,ex:monk/thiet_vinh_buu_hanh,77
Phật học,Tâm Địa Mật Khế,ex:monk/tam_dia_mat_khe,59
Phật học,Tâm Nhất Mật Thể,ex:monk/tam_nhat_mat_the,59
Phật học,Tâm Như Mật Nguyện,ex:monk/tam_nhu_mat_nguyen,59
Phật học,Tâm Hương Mật Hiển,ex:monk/tam_huong_mat_hien,59
Phật học,Tâm Thanh Tịch Tràng,ex:monk/tam_thanh_tich_trang,59
Phật học,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,59
Phật học,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,59
Phật học,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,59
Phật học,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,59
Phật học,Chơn Giám Trí Hải,ex:monk/chon_giam_tri_hai,59
Phật học,Chơn Bích Trí Huy,ex:monk/chon_bich_tri_huy,59
Phật học,Chơn Phát Long Tôn,ex:monk/chon_phat_long_ton,59
Phật học,Chơn Ðiền Ðạo Phước,ex:monk/chon_dien_dao_phuoc,59
Phật học,Chân Đạo Bích Phong,ex:monk/chan_dao_bich_phong,59
Phật học,Không Tâm Trí Quảng,ex:monk/khong_tam_tri_quang,59
Phật học,Trừng Dàn Bích Không,ex:monk/trung_dan_bich_khong,59
Phật học,Chơn An Chánh Liêm,ex:monk/chon_an_chanh_liem,59
Phật học,Như Thọ Huyền Tân,ex:monk/nhu_tho_huyen_tan,59
Phật học,Như Hương Huyền Tâm,ex:monk/nhu_huong_huyen_tam,59
Phật học,Như Kế Huyền Vi,ex:monk/nhu_ke_huyen_vi,59
Phật học,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,59
Phật học,Như An Huyền Quang,ex:monk/nhu_an_huyen_quang,59
Phật học,Chơn Ðiền Ðạo Phước,ex:monk/chon_ien_ao_phuoc,59
Phật học,Tâm Thanh Chơn Nghiêm,ex:monk/tam_thanh_chon_nghiem,59
Phật học,Chơn Quý Khánh Anh,ex:monk/chon_quy_khanh_anh,59
Phật học,Như Quả Hoàn Tuyên,ex:monk/nhu_qua_hoan_tuyen,59
Phật học,Hồng Tuyên Từ Thông,ex:monk/hong_tuyen_tu_thong,59
Phật học,Nhựt Bình Trí Tịnh,ex:monk/nhut_binh_tri_tinh,59
Phật học,Như Phụng Thiện Trì,ex:monk/nhu_phung_thien_tri,59
Phật học,Tâm Như Trí Thủ,ex:monk/tam_nhu_tri_thu,59
Phật học,Nguyên Minh Đức Thiệu,ex:monk/nguyen_minh_duc_thieu,59
Phật học,Nguyên Tánh Đức Tâm,ex:monk/nguyen_tanh_duc_tam,59
Phật học,Nguyên Ý Phước Châu,ex:monk/nguyen_y_phuoc_chau,59
Phật học,Nguyên Giác Quang Phú,ex:monk/nguyen_giac_quang_phu,59
Phật học,Tâm Cảnh Giác Hạnh,ex:monk/tam_canh_giac_hanh,59
Phật học,Nguyên Phước Quang Thể,ex:monk/nguyen_phuoc_quang_the,59
Phật học,Tâm Phật Thiện Siêu,ex:monk/tam_phat_thien_sieu,59
Phật học,Nguyên Tuyết Như Ý,ex:monk/nguyen_tuyet_nhu_y,59
Phật học,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,59
Phật học,Tổ Đạt Trí Tâm,ex:monk/to_dat_tri_tam,59
Phật học,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,59
Phật học,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,59
Phật học,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,59
Phật học,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,59
Phật học,Tâm Trung Chánh Trực,ex:monk/tam_trung_chanh_truc,59
Phật học,Trừng Tuệ Chí Mậu,ex:monk/trung_tue_chi_mau,59
Phật học,Tâm Khai Nhật Liên,ex:monk/tam_khai_nhat_lien,59
Phật học,Tâm Phổ Thiện Lộc,ex:monk/tam_pho_thien_loc,59
Phật học,Toàn Ðịnh Bảo Tạng,ex:monk/toan_dinh_bao_tang,59
Phật học,Tâm Ưng Đảnh Lễ,ex:monk/tam_ung_danh_le,59
Phật học,Thị An Phước Bình,ex:monk/thi_an_phuoc_binh,59
Phật học,Thị Chí Phước Hộ,ex:monk/thi_chi_phuoc_ho,59
Phật học,Thị Niệm Phước Ninh,ex:monk/thi_niem_phuoc_ninh,59
Phật học,Thị Tín Phước Trí,ex:monk/thi_tin_phuoc_tri,59
Phật học,Thị Huệ Bảo An,ex:monk/thi_hue_bao_an,59
Phật học,Tâm Giải Tương Ưng,ex:monk/tam_giai_tuong_ung,59
Phật học,Tâm Trí Viên Giác,ex:monk/tam_tri_vien_giac,59
Phật học,Thị Lạc Hưng Từ,ex:monk/thi_lac_hung_tu,59
Phật học,TT Ðồng Viên Viên Ðức,ex:monk/tt_ong_vien_vien_uc,59
chùa Từ,Cư Sĩ Tâm Hòa Trương Xướng,ex:monk/cu_si_tam_hoa_truong_xuong,53
chùa Từ,Trừng Thành Giác Tiên,ex:monk/trung_thanh_giac_tien,53
chùa Từ,Tâm Địa Mật Khế,ex:monk/tam_dia_mat_khe,53
chùa Từ,Tâm Nhất Mật Thể,ex:monk/tam_nhat_mat_the,53
chùa Từ,Tâm Như Mật Nguyện,ex:monk/tam_nhu_mat_nguyen,53
chùa Từ,Hải Thiệu Cương Kỷ,ex:monk/hai_thieu_cuong_ky,53
chùa Từ,Thanh Tú Huệ Pháp,ex:monk/thanh_tu_hue_phap,53
chùa Từ,Thanh Thái Huệ Minh,ex:monk/thanh_thai_hue_minh,53
chùa Từ,Như Hán Nguyên Cát,ex:monk/nhu_han_nguyen_cat,53
chùa Từ,Thanh Quý Chơn Thiệt,ex:monk/thanh_quy_chon_thiet,53
chùa Từ,Thanh Linh Diên Trường,ex:monk/thanh_linh_dien_truong,53
