place_name_raw,mentioned_in_monk,source_monk_uri,frequency
chiền trên,Chơn Ngọc Long Trí,ex:monk/chon_ngoc_long_tri,2
về Nam,Trừng Diên Diệu Huệ,ex:monk/trung_dien_dieu_hue,2
về Nam,Nam An Nham Tự Nghiêm,ex:monk/nam_an_nham_tu_nghiem,2
Huế vào,Tâm Hương Mật Hiển,ex:monk/tam_huong_mat_hien,2
Huế vào,Chân Đạo Bích Phong,ex:monk/chan_dao_bich_phong,2
giữa là,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
giữa là,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Hồng Đức,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Hồng Đức,Tâm Phật Thiện Siêu,ex:monk/tam_phat_thien_sieu,2
Huế do,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Huế do,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
hàng chót,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
hàng chót,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
đầu như,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
đầu như,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Khải Ân,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Khải Ân,Tâm Nguyệt Thể Yến,ex:monk/tam_nguyet_the_yen,2
khóa một,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
khóa một,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
chùa Sài,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
chùa Sài,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
dĩ Hòa,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
dĩ Hòa,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
trụ nhi,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
trụ nhi,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
cung đó,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
cung đó,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Bửu Quang,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Bửu Quang,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
ra xem,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
ra xem,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
bật ra,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
bật ra,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
được vì,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
được vì,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
hộp trầm,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
hộp trầm,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Sài Sơn,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Sài Sơn,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
mãi mãi,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
mãi mãi,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
vâng,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
vâng,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
đầu là,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
đầu là,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Hội Ninh,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Hội Ninh,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
các lăng,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
các lăng,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Pháp,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
Pháp,Tâm Thật Thiện Châu,ex:monk/tam_that_thien_chau,2
làng Liễu,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
làng Liễu,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
có mang,Trừng Hảo Diệu Không,ex:monk/trung_hao_dieu_khong,2
có mang,Chơn Luận Phước Huệ,ex:monk/chon_luan_phuoc_hue,2
Thủ Dầu,Tâm Thanh Tịch Tràng,ex:monk/tam_thanh_tich_trang,2
Thủ Dầu,Chơn Thanh Từ Văn,ex:monk/chon_thanh_tu_van,2
học,Phù Dung Đạo Giai,ex:monk/phu_dung_dao_giai,2
học,Ngộ Tánh Phước Huệ,ex:monk/ngo_tanh_phuoc_hue,2
Phổ Hiền,Phổ Hiền Thiện Tú,ex:monk/pho_hien_thien_tu,2
Phổ Hiền,Tâm Thanh Chơn Nghiêm,ex:monk/tam_thanh_chon_nghiem,2
thời kiếp,Lộc Môn Pháp Ðăng,ex:monk/loc_mon_phap_ang,2
thời kiếp,Hương Sơn Pháp Thành,ex:monk/huong_son_phap_thanh,2
Thành Đô,Lộc Môn Pháp Ðăng,ex:monk/loc_mon_phap_ang,2
Thành Đô,Đại Trí Tề Liên,ex:monk/dai_tri_te_lien,2
Thụy Châu,Động Sơn Ðạo Vi,ex:monk/dong_son_ao_vi,2
Thụy Châu,Động Sơn Hiểu Thông,ex:monk/dong_son_hieu_thong,2
tại Tây,Đại Trí Tề Liên,ex:monk/dai_tri_te_lien,2
tại Tây,Trừng Nguyên Đôn Hậu,ex:monk/trung_nguyen_don_hau,2
Bách Trượng,Đại Trí Tề Liên,ex:monk/dai_tri_te_lien,2
Bách Trượng,Vân Nham Đàm Thạnh,ex:monk/van_nham_dam_thanh,2
Thái Châu,Thiều Châu Hy Bô,ex:monk/thieu_chau_hy_bo,2
Thái Châu,Quảng Phước Ðạo Cần,ex:monk/quang_phuoc_ao_can,2
Đặng Châu,Đơn Hà Tử Thuần,ex:monk/don_ha_tu_thuan,2
Đặng Châu,Đan Hà Phổ Nguyệt,ex:monk/dan_ha_pho_nguyet,2
Nhữ Châu,Hương Sơn Pháp Thành,ex:monk/huong_son_phap_thanh,2
Nhữ Châu,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,2
Lặc Đàm,Bảo Phong Duy Chiếu,ex:monk/bao_phong_duy_chieu,2
Lặc Đàm,Động Sơn Lương Giới,ex:monk/dong_son_luong_gioi,2
thiên,Cư Sĩ Thanh Phước Điềm Tịnh,ex:monk/cu_si_thanh_phuoc_diem_tinh,2
thiên,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,2
phía tay,Hải Thiệu Cương Kỷ,ex:monk/hai_thieu_cuong_ky,2
phía tay,Tánh Thiên Nhất Định,ex:monk/tanh_thien_nhat_dinh,2
Cung Giám,Hải Thiệu Cương Kỷ,ex:monk/hai_thieu_cuong_ky,2
Cung Giám,Tánh Thiên Nhất Định,ex:monk/tanh_thien_nhat_dinh,2
làng Giạ,Thanh Thái Huệ Minh,ex:monk/thanh_thai_hue_minh,2
làng Giạ,Tâm Giải Tương Ưng,ex:monk/tam_giai_tuong_ung,2
Từ Minh,Đồng Điểm Minh Thành,ex:monk/dong_diem_minh_thanh,2
Từ Minh,Thị Châu Minh Nghĩa,ex:monk/thi_chau_minh_nghia,2
đứt quãng,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
đứt quãng,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
về thu,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
về thu,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
An Dưỡng,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
An Dưỡng,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Tân Quý,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Tân Quý,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
bắn giết,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
bắn giết,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
đi bệnh,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
đi bệnh,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
mắt nhìn,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
mắt nhìn,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
học đạo,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
học đạo,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Vạn Hạnh,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Vạn Hạnh,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Tăng xá,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
Tăng xá,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
to như,Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
to như,ĐĐ Đồng Thiện Thiện Ân,ex:monk/dd_dong_thien_thien_an,2
tỉnh hội,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,2
tỉnh hội,Nguyên Phước Quang Thể,ex:monk/nguyen_phuoc_quang_the,2
các trú,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,2
các trú,Như Quang Trí Minh,ex:monk/nhu_quang_tri_minh,2
Thánh Đức,Thị Năng Trí Hữu,ex:monk/thi_nang_tri_huu,2
Thánh Đức,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,2
làng Hòa,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
làng Hòa,Chơn Tá Tôn Bảo,ex:monk/chon_ta_ton_bao,2
lớn nhất,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
lớn nhất,Tế Hiệp Hải Điện,ex:monk/te_hiep_hai_dien,2
cầu,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
cầu,Hải Thuận Lương Duyên,ex:monk/hai_thuan_luong_duyen,2
nặng,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
nặng,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,2
đại hội,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
đại hội,Chơn Miên Trí Hưng,ex:monk/chon_mien_tri_hung,2
Vân Long,Đồng Nguyện Thiện Nguyện,ex:monk/dong_nguyen_thien_nguyen,2
Vân Long,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
đời và,Đồng Trí Bảo Huệ,ex:monk/dong_tri_bao_hue,2
đời và,Thiệt Diệu Liễu Quán,ex:monk/thiet_dieu_lieu_quan,2
xã Đại,Như Hữu Viên Thuận,ex:monk/nhu_huu_vien_thuan,2
xã Đại,Như Thọ Bửu Lâm,ex:monk/nhu_tho_buu_lam,2
Gia đình,Chơn Ngọc Long Trí,ex:monk/chon_ngoc_long_tri,2
Gia đình,Tâm Thật Thiện Châu,ex:monk/tam_that_thien_chau,2
Lâm Đồng,Chơn Ngọc Long Trí,ex:monk/chon_ngoc_long_tri,2
Lâm Đồng,Như Hường Thọ Minh,ex:monk/nhu_huong_tho_minh,2
của một,Chơn Chứng Thiện Quả,ex:monk/chon_chung_thien_qua,2
của một,Tỳ Ni Đa Lưu Chi,ex:monk/ty_ni_da_luu_chi,2
Huế như,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,2
Huế như,Như Đồng Đắc Quang,ex:monk/nhu_dong_dac_quang,2
Vỹ Dạ,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,2
Vỹ Dạ,Tâm Đăng Trí Hiển,ex:monk/tam_dang_tri_hien,2
đích thực,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,2
đích thực,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,2
tháp,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,2
tháp,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,2
tại Tổ,Trừng Thông Tịnh Khiết,ex:monk/trung_thong_tinh_khiet,2
tại Tổ,Tâm Đạo Thanh Quang,ex:monk/tam_dao_thanh_quang,2
nhỏ thường,Tâm Minh Chơn Thiệt,ex:monk/tam_minh_chon_thiet,2
nhỏ thường,Nguyên Không Từ Phương,ex:monk/nguyen_khong_tu_phuong,2
thấy một,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
thấy một,Thủy Nguyệt Thông Giác,ex:monk/thuy_nguyet_thong_giac,2
trường Quốc,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
trường Quốc,Thạch Liêm Đại Sán,ex:monk/thach_liem_dai_san,2
Xuân Tây,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
Xuân Tây,Thanh Thái Phước Chỉ,ex:monk/thanh_thai_phuoc_chi,2
chùa được,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
chùa được,Toàn Ðịnh Bảo Tạng,ex:monk/toan_dinh_bao_tang,2
lại Tổ,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
lại Tổ,Tâm Lễ Chánh Kiến,ex:monk/tam_le_chanh_kien,2
cổ kính,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
cổ kính,Trừng Thủy Giác Nhiên,ex:monk/trung_thuy_giac_nhien,2
này là,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
này là,Thanh Nguyên Minh Nam,ex:monk/thanh_nguyen_minh_nam,2
ngày thêm,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
ngày thêm,Tâm Tuệ Thiện Giải,ex:monk/tam_tue_thien_giai,2
chùa Xuân,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
chùa Xuân,Thanh Thái Phước Chỉ,ex:monk/thanh_thai_phuoc_chi,2
Bảo Quốc,Tâm Quang Chánh Pháp,ex:monk/tam_quang_chanh_phap,2
Bảo Quốc,Như Trung Phước Hậu,ex:monk/nhu_trung_phuoc_hau,2
huyện Quảng,Tâm Thanh Chơn Hiền,ex:monk/tam_thanh_chon_hien,2
huyện Quảng,Tâm Thông Quảng Huệ,ex:monk/tam_thong_quang_hue,2
Thần Phù,Tâm Thanh Chơn Hiền,ex:monk/tam_thanh_chon_hien,2
Thần Phù,Tâm Phổ Thiện Lộc,ex:monk/tam_pho_thien_loc,2
Châu Phong,Tâm Quang Đàm Minh,ex:monk/tam_quang_dam_minh,2
Châu Phong,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,2
về ngôi,Tâm Quang Đàm Minh,ex:monk/tam_quang_dam_minh,2
về ngôi,Hạnh Đạo Chủng Hoa,ex:monk/hanh_dao_chung_hoa,2
thành trụ,Tâm Quang Đàm Minh,ex:monk/tam_quang_dam_minh,2
thành trụ,Trừng Chiếu Từ Mãn,ex:monk/trung_chieu_tu_man,2
quận Bình,Tâm Quang Đàm Minh,ex:monk/tam_quang_dam_minh,2
quận Bình,Như Hạnh Huyền Thâm,ex:monk/nhu_hanh_huyen_tham,2
vật chất,Tâm Quang Đàm Minh,ex:monk/tam_quang_dam_minh,2
vật chất,Tâm Cảnh Giác Hạnh,ex:monk/tam_canh_giac_hanh,2
Vạn Đức,Thị Đản Hạnh Châu,ex:monk/thi_dan_hanh_chau,2
Vạn Đức,Thiệt Uyên Chí Bảo,ex:monk/thiet_uyen_chi_bao,2
Hải ngoại,Như Huệ Trí Thông,ex:monk/nhu_hue_tri_thong,2
Hải ngoại,Tâm Thật Thiện Châu,ex:monk/tam_that_thien_chau,2
được khánh,Như Huệ Trí Thông,ex:monk/nhu_hue_tri_thong,2
được khánh,Như Hiền Chí Thiền,ex:monk/nhu_hien_chi_thien,2
cũng chỉ,Như Huệ Trí Thông,ex:monk/nhu_hue_tri_thong,2
cũng chỉ,Hồng Tuyên Từ Thông,ex:monk/hong_tuyen_tu_thong,2
vào ngày,Như Huệ Trí Thông,ex:monk/nhu_hue_tri_thong,2
vào ngày,Thiên Ân,ex:monk/thien_an,2
Bửu Lâm,Như Quang Trí Minh,ex:monk/nhu_quang_tri_minh,2
Bửu Lâm,Nguyên Minh Huyền Giác,ex:monk/nguyen_minh_huyen_giac,2
tại quê,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,2
tại quê,Tâm Thanh Chơn Nghiêm,ex:monk/tam_thanh_chon_nghiem,2
Hội Phật,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,2
Hội Phật,Chân Đạo Bích Phong,ex:monk/chan_dao_bich_phong,2
Nghĩa Trũng,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,2
Nghĩa Trũng,Chơn Giác Long Hải,ex:monk/chon_giac_long_hai,2
cửa chánh,Như Nhàn Trí Giác,ex:monk/nhu_nhan_tri_giac,2
cửa chánh,Ấn Nghiêm Phổ Thoại,ex:monk/an_nghiem_pho_thoai,2
và từng,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
và từng,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
Tây Hồ,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
Tây Hồ,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
Đông Hải,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
Đông Hải,Như Sum Giác Trí,ex:monk/nhu_sum_giac_tri,2
thôn Lương,Chơn Cảnh Trí Thắng,ex:monk/chon_canh_tri_thang,2
thôn Lương,Toàn Thể Linh Nguyên,ex:monk/toan_the_linh_nguyen,2
Bát,Chơn Cảnh Trí Thắng,ex:monk/chon_canh_tri_thang,2
Bát,Bát Nhã Tùng Tấn,ex:monk/bat_nha_tung_tan,2
Ðồng Ðế,Chơn Cảnh Trí Thắng,ex:monk/chon_canh_tri_thang,2
Ðồng Ðế,Ðồng Kỉnh Tín Quả,ex:monk/ong_kinh_tin_qua,2
Trường Thọ,Chơn Cảnh Trí Thắng,ex:monk/chon_canh_tri_thang,2
Trường Thọ,Thạch Liêm Đại Sán,ex:monk/thach_liem_dai_san,2
Trùng Khánh,Chơn Cảnh Trí Thắng,ex:monk/chon_canh_tri_thang,2
Trùng Khánh,Như Thọ Huyền Tân,ex:monk/nhu_tho_huyen_tan,2
Thiên Tôn,Ấn Bính Phổ Bảo,ex:monk/an_binh_pho_bao,2
Thiên Tôn,Thị Lạc Hưng Từ,ex:monk/thi_lac_hung_tu,2
Ta Bà,Ấn Bính Phổ Bảo,ex:monk/an_binh_pho_bao,2
Ta Bà,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,2
Hòa thượng,Ấn Bính Phổ Bảo,ex:monk/an_binh_pho_bao,2
Hòa thượng,Như Phụng Thiện Trì,ex:monk/nhu_phung_thien_tri,2
Pháp Hoa,Chơn Trừng Hưng Duyên,ex:monk/chon_trung_hung_duyen,2
Pháp Hoa,Như Tấn Huệ Minh,ex:monk/nhu_tan_hue_minh,2
phía trên,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
phía trên,Tỳ Ni Đa Lưu Chi,ex:monk/ty_ni_da_luu_chi,2
Ứng Chơn,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
Ứng Chơn,Tiên Thường Viên Trừng,ex:monk/tien_thuong_vien_trung,2
đầu,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
đầu,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,2
Ngũ Hành,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
Ngũ Hành,Tiên Thường Viên Trừng,ex:monk/tien_thuong_vien_trung,2
chính giữa,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
chính giữa,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,2
gọi là,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
gọi là,Trừng Khiết Như Như,ex:monk/trung_khiet_nhu_nhu,2
đặt tên,Ấn Lan Từ Trí,ex:monk/an_lan_tu_tri,2
đặt tên,Thiệt Địa Pháp Ấn,ex:monk/thiet_dia_phap_an,2
Ba La,Ấn Bổn Vĩnh Gia,ex:monk/an_bon_vinh_gia,2
Ba La,Nguyên Tuyết Như Ý,ex:monk/nguyen_tuyet_nhu_y,2
Long Triều,Chơn Huệ Phổ Trí,ex:monk/chon_hue_pho_tri,2
Long Triều,Chơn Huệ Phổ Trí,ex:monk/chon_hue_pho_tri,2
vào ngày,Chơn Huệ Phổ Trí,ex:monk/chon_hue_pho_tri,2
vào ngày,Chơn Huệ Phổ Trí,ex:monk/chon_hue_pho_tri,2
Trúc Lâm,Chơn Chi Bảo Thọ,ex:monk/chon_chi_bao_tho,2
Trúc Lâm,Thị Trạm Hải Như,ex:monk/thi_tram_hai_nhu,2
Bửu Thuận,Chơn Trân Hoằng Hóa,ex:monk/chon_tran_hoang_hoa,2
Bửu Thuận,Chương Thái Quảng Liên,ex:monk/chuong_thai_quang_lien,2
Trân Bửu,Chơn Trân Hoằng Hóa,ex:monk/chon_tran_hoang_hoa,2
Trân Bửu,Chương Thái Quảng Liên,ex:monk/chuong_thai_quang_lien,2
Cẩm Bình,Thích Chơn Dung,ex:monk/thich_chon_dung,2
Cẩm Bình,Chương Tuấn Quảng Văn,ex:monk/chuong_tuan_quang_van,2
Diệu Giác,Thích Phổ Diệu,ex:monk/thich_pho_dieu,2
Diệu Giác,Pháp Ấn Quảng Độ,ex:monk/phap_an_quang_do,2
Diệu Giác,Thích Phổ Diệu,ex:monk/thich_pho_dieu,2
Diệu Giác,Phật Tuyết Tường Quang,ex:monk/phat_tuyet_tuong_quang,2
núi Ngự,Chơn Kim Pháp Lâm,ex:monk/chon_kim_phap_lam,2
núi Ngự,Ðồng Chơn Thông Niệm,ex:monk/ong_chon_thong_niem,2
Báo Ân,Chơn Hương Thiên Quang,ex:monk/chon_huong_thien_quang,2
Báo Ân,Trừng Nguyên Chơn Như,ex:monk/trung_nguyen_chon_nhu,2
thôn Vỹ,Chơn Tâm Pháp Thân,ex:monk/chon_tam_phap_than,2
thôn Vỹ,Ấn Thiên Huệ Nhãn,ex:monk/an_thien_hue_nhan,2
được triều,Ấn Tham Hoằng Phúc,ex:monk/an_tham_hoang_phuc,2
được triều,Hồng Tuyên Từ Thông,ex:monk/hong_tuyen_tu_thong,2
rộng già,Ấn Tham Hoằng Phúc,ex:monk/an_tham_hoang_phuc,2
rộng già,Chơn Tá Tôn Bảo,ex:monk/chon_ta_ton_bao,2
làng,Ấn Kim Hoằng Tịnh,ex:monk/an_kim_hoang_tinh,2
làng,Như Hiền Chí Thiền,ex:monk/nhu_hien_chi_thien,2
chùa Thạch,Ấn Lãnh Hoằng Thạc,ex:monk/an_lanh_hoang_thac,2
chùa Thạch,Chơn Miên Trí Hưng,ex:monk/chon_mien_tri_hung,2
về thôn,Sa Di Ni Ấn Thận Tổ Niệm,ex:monk/sa_di_ni_an_than_to_niem,2
về thôn,Chơn Sử Khánh Tín,ex:monk/chon_su_khanh_tin,2
An Long,Chơn Thuần Thiện Hòa,ex:monk/chon_thuan_thien_hoa,2
An Long,Như Dục Giác Định,ex:monk/nhu_duc_giac_dinh,2
Phật Đạo,Thích Chơn Túc,ex:monk/thich_chon_tuc,2
Phật Đạo,Như Cang Giải Hải,ex:monk/nhu_cang_giai_hai,2
thôn Lạc,Chương Đạo Quảng Viên,ex:monk/chuong_dao_quang_vien,2
thôn Lạc,Như Đàm Huệ Luận,ex:monk/nhu_dam_hue_luan,2
Tây An,Ấn Hồng Tổ Như,ex:monk/an_hong_to_nhu,2
Tây An,Tiên Giác Hải Tịnh,ex:monk/tien_giac_hai_tinh,2
nằm trong,Chơn Sử Khánh Tín,ex:monk/chon_su_khanh_tin,2
nằm trong,Trừng Dàn Bích Không,ex:monk/trung_dan_bich_khong,2
Linh Thứu,Chơn Trung Minh Ðức,ex:monk/chon_trung_minh_uc,2
Linh Thứu,Như Trực Vĩnh Châu,ex:monk/nhu_truc_vinh_chau,2
chùa Hòa,Chơn Miên Trí Hưng,ex:monk/chon_mien_tri_hung,2
chùa Hòa,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,2
làng Thạch,Chơn Miên Trí Hưng,ex:monk/chon_mien_tri_hung,2
làng Thạch,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,2
làng Hương,Chơn Tá Tôn Bảo,ex:monk/chon_ta_ton_bao,2
làng Hương,Nguyên Nguyện Tâm Hướng,ex:monk/nguyen_nguyen_tam_huong,2
Bảo Thọ,Chơn Cảnh Huệ Duyệt,ex:monk/chon_canh_hue_duyet,2
Bảo Thọ,Nham Đầu Toàn Khoát,ex:monk/nham_dau_toan_khoat,2
làng Bảo,Chơn Cảnh Huệ Duyệt,ex:monk/chon_canh_hue_duyet,2
làng Bảo,Đồng Thanh Vị Thủy,ex:monk/dong_thanh_vi_thuy,2
Ngự chế,Chơn Quả Đương Như,ex:monk/chon_qua_duong_nhu,2
Ngự chế,Chơn Hương Đương Đạt,ex:monk/chon_huong_duong_dat,2
Tân Thành,Thích Đương Dung,ex:monk/chon_bang_hue_lien,2
Tân Thành,Chơn Bàng Huệ Liên,ex:monk/chon_bang_hue_lien,2
Bảo Thọ,Thích Đương Dung,ex:monk/chon_bang_hue_lien,2
Bảo Thọ,Chơn Bàng Huệ Liên,ex:monk/chon_bang_hue_lien,2
rộng Tòng,Chương An Quảng Khánh,ex:monk/chuong_an_quang_khanh,2
rộng Tòng,Toàn Ðịnh Bảo Tạng,ex:monk/toan_dinh_bao_tang,2
và có,Chơn Phong Chí Tâm,ex:monk/chon_phong_chi_tam,2
và có,Chơn Thật Chí Bảo,ex:monk/chon_phong_chi_tam,2
Phú An,Chơn Phong Chí Tâm,ex:monk/chon_phong_chi_tam,2
Phú An,Chơn Thật Chí Bảo,ex:monk/chon_phong_chi_tam,2
làng Kim,Ấn Nghiêm Phổ Thoại,ex:monk/an_nghiem_pho_thoai,2
làng Kim,Chơn Phát Long Tôn,ex:monk/chon_phat_long_ton,2
Kiến An,Chơn Ðiền Ðạo Phước,ex:monk/chon_dien_dao_phuoc,2
Kiến An,Chơn Ðiền Ðạo Phước,ex:monk/chon_ien_ao_phuoc,2
Quán Âm,Chơn Ðiền Ðạo Phước,ex:monk/chon_dien_dao_phuoc,2
Quán Âm,Chơn Ðiền Ðạo Phước,ex:monk/chon_ien_ao_phuoc,2
bang Texas,Chơn Ðiền Ðạo Phước,ex:monk/chon_dien_dao_phuoc,2
bang Texas,Chơn Ðiền Ðạo Phước,ex:monk/chon_ien_ao_phuoc,2
Nghĩa Trung,Chơn Đảnh Long Chương,ex:monk/chon_danh_long_chuong,2
Nghĩa Trung,Thị Sa Phước Huệ,ex:monk/thi_sa_phuoc_hue,2
